Gauge[mm],Volume[m3]
3356.0,5702.08
3357.0,5703.94
3358.0,5705.8
3359.0,5707.66
3360.0,5709.52
3361.0,5711.381
3362.0,5713.242
3363.0,5715.103
3364.0,5716.964
3365.0,5718.825
3366.0,5720.685
3367.0,5722.546
3368.0,5724.407
3369.0,5726.268
3370.0,5728.129
3371.0,5729.991
3372.0,5731.853
3373.0,5733.715
3374.0,5735.577
3375.0,5737.439
3376.0,5739.3
3377.0,5741.162
3378.0,5743.024
3379.0,5744.886
3380.0,5746.748
3381.0,5748.611
3382.0,5750.474
3383.0,5752.337
3384.0,5754.2
3385.0,5756.063
3386.0,5757.925
3387.0,5759.788
3388.0,5761.651
3389.0,5763.514
3390.0,5765.377
3391.0,5767.241
3392.0,5769.105
3393.0,5770.968
3394.0,5772.832
3395.0,5774.696
3396.0,5776.56
3397.0,5778.424
3398.0,5780.287
3399.0,5782.151
3400.0,5784.015
3401.0,5785.88
3402.0,5787.744
3403.0,5789.609
3404.0,5791.474
3405.0,5793.339
3406.0,5795.203
3407.0,5797.068
3408.0,5798.933
3409.0,5800.797
3410.0,5802.662
3411.0,5804.528
3412.0,5806.394
3413.0,5808.259
3414.0,5810.125
3415.0,5811.991
3416.0,5813.857
3417.0,5815.723
3418.0,5817.588
3419.0,5819.454
3420.0,5821.32
3421.0,5823.187
3422.0,5825.053
3423.0,5826.92
3424.0,5828.786
3425.0,5830.653
3426.0,5832.52
3427.0,5834.386
3428.0,5836.253
3429.0,5838.119
3430.0,5839.986
3431.0,5841.854
3432.0,5843.721
3433.0,5845.589
3434.0,5847.457
3435.0,5849.325
3436.0,5851.192
3437.0,5853.06
3438.0,5854.928
3439.0,5856.795
3440.0,5858.663
3441.0,5860.532
3442.0,5862.4
3443.0,5864.269
3444.0,5866.137
3445.0,5868.006
3446.0,5869.874
3447.0,5871.743
3448.0,5873.611
3449.0,5875.48
3450.0,5877.348
3451.0,5879.218
3452.0,5881.087
3453.0,5882.957
3454.0,5884.826
3455.0,5886.696
3456.0,5888.566
3457.0,5890.435
3458.0,5892.305
3459.0,5894.174
3460.0,5896.044
3461.0,5897.915
3462.0,5899.785
3463.0,5901.656
3464.0,5903.526
3465.0,5905.397
3466.0,5907.267
3467.0,5909.138
3468.0,5911.008
3469.0,5912.879
3470.0,5914.749
3471.0,5916.62
3472.0,5918.492
3473.0,5920.363
3474.0,5922.235
3475.0,5924.106
3476.0,5925.977
3477.0,5927.849
3478.0,5929.72
3479.0,5931.592
3480.0,5933.463
3481.0,5935.335
3482.0,5937.208
3483.0,5939.08
3484.0,5940.953
3485.0,5942.825
3486.0,5944.697
3487.0,5946.57
3488.0,5948.442
3489.0,5950.315
3490.0,5952.187
3491.0,5954.06
3492.0,5955.934
3493.0,5957.807
3494.0,5959.681
3495.0,5961.554
3496.0,5963.427
3497.0,5965.301
3498.0,5967.174
3499.0,5969.048
3500.0,5970.921
3501.0,5972.795
3502.0,5974.669
3503.0,5976.544
3504.0,5978.418
3505.0,5980.292
3506.0,5982.166
3507.0,5984.04
3508.0,5985.915
3509.0,5987.789
3510.0,5989.663
3511.0,5991.538
3512.0,5993.413
3513.0,5995.289
3514.0,5997.164
3515.0,5999.039
3516.0,6000.914
3517.0,6002.789
3518.0,6004.665
3519.0,6006.54
3520.0,6008.415
3521.0,6010.291
3522.0,6012.168
3523.0,6014.044
3524.0,6015.92
3525.0,6017.797
3526.0,6019.673
3527.0,6021.549
3528.0,6023.425
3529.0,6025.302
3530.0,6027.178
3531.0,6029.055
3532.0,6030.932
3533.0,6032.81
3534.0,6034.687
3535.0,6036.564
3536.0,6038.441
3537.0,6040.318
3538.0,6042.196
3539.0,6044.073
3540.0,6045.95
3541.0,6047.828
3542.0,6049.706
3543.0,6051.584
3544.0,6053.462
3545.0,6055.341
3546.0,6057.219
3547.0,6059.097
3548.0,6060.975
3549.0,6062.853
3550.0,6064.731
3551.0,6066.61
3552.0,6068.489
3553.0,6070.368
3554.0,6072.247
3555.0,6074.127
3556.0,6076.006
3557.0,6077.885
3558.0,6079.764
3559.0,6081.643
3560.0,6083.522
3561.0,6085.402
3562.0,6087.282
3563.0,6089.162
3564.0,6091.042
3565.0,6092.923
3566.0,6094.803
3567.0,6096.683
3568.0,6098.563
3569.0,6100.443
3570.0,6102.323
3571.0,6104.204
3572.0,6106.085
3573.0,6107.966
3574.0,6109.847
3575.0,6111.728
3576.0,6113.609
3577.0,6115.49
3578.0,6117.371
3579.0,6119.252
3580.0,6121.133
3581.0,6123.015
3582.0,6124.897
3583.0,6126.779
3584.0,6128.661
3585.0,6130.543
3586.0,6132.424
3587.0,6134.306
3588.0,6136.188
3589.0,6138.07
3590.0,6139.952
3591.0,6141.835
3592.0,6143.718
3593.0,6145.601
3594.0,6147.484
3595.0,6149.367
3596.0,6151.25
3597.0,6153.133
3598.0,6155.016
3599.0,6156.899
3600.0,6158.782
3601.0,6160.666
3602.0,6162.55
3603.0,6164.433
3604.0,6166.317
3605.0,6168.201
3606.0,6170.085
3607.0,6171.969
3608.0,6173.852
3609.0,6175.736
3610.0,6177.62
3611.0,6179.505
3612.0,6181.39
3613.0,6183.275
3614.0,6185.16
3615.0,6187.045
3616.0,6188.929
3617.0,6190.814
3618.0,6192.699
3619.0,6194.584
3620.0,6196.469
3621.0,6198.355
3622.0,6200.241
3623.0,6202.126
3624.0,6204.012
3625.0,6205.898
3626.0,6207.784
3627.0,6209.67
3628.0,6211.555
3629.0,6213.441
3630.0,6215.327
3631.0,6217.214
3632.0,6219.1
3633.0,6220.987
3634.0,6222.874
3635.0,6224.761
3636.0,6226.647
3637.0,6228.534
3638.0,6230.421
3639.0,6232.307
3640.0,6234.194
3641.0,6236.082
3642.0,6237.969
3643.0,6239.857
3644.0,6241.745
3645.0,6243.633
3646.0,6245.52
3647.0,6247.408
3648.0,6249.296
3649.0,6251.183
3650.0,6253.071
3651.0,6254.96
3652.0,6256.848
3653.0,6258.737
3654.0,6260.626
3655.0,6262.515
3656.0,6264.403
3657.0,6266.292
3658.0,6268.181
3659.0,6270.069
3660.0,6271.958
3661.0,6273.848
3662.0,6275.737
3663.0,6277.627
3664.0,6279.516
3665.0,6281.406
3666.0,6283.296
3667.0,6285.185
3668.0,6287.075
3669.0,6288.964
3670.0,6290.854
3671.0,6292.745
3672.0,6294.635
3673.0,6296.526
3674.0,6298.416
3675.0,6300.307
3676.0,6302.197
3677.0,6304.088
3678.0,6305.978
3679.0,6307.869
3680.0,6309.759
3681.0,6311.651
3682.0,6313.542
3683.0,6315.434
3684.0,6317.325
3685.0,6319.217
3686.0,6321.109
3687.0,6323.0
3688.0,6324.892
3689.0,6326.783
3690.0,6328.675
3691.0,6330.568
3692.0,6332.46
3693.0,6334.353
3694.0,6336.245
3695.0,6338.138
3696.0,6340.03
3697.0,6341.923
3698.0,6343.815
3699.0,6345.708
3700.0,6347.6
3701.0,6349.493
3702.0,6351.387
3703.0,6353.28
3704.0,6355.174
3705.0,6357.067
3706.0,6358.96
3707.0,6360.854
3708.0,6362.747
3709.0,6364.641
3710.0,6366.534
3711.0,6368.428
3712.0,6370.323
3713.0,6372.217
3714.0,6374.112
3715.0,6376.006
3716.0,6377.9
3717.0,6379.795
3718.0,6381.689
3719.0,6383.584
3720.0,6385.478
3721.0,6387.373
3722.0,6389.269
3723.0,6391.164
3724.0,6393.059
3725.0,6394.955
3726.0,6396.85
3727.0,6398.745
3728.0,6400.64
3729.0,6402.536
3730.0,6404.431
3731.0,6406.327
3732.0,6408.224
3733.0,6410.12
3734.0,6412.016
3735.0,6413.913
3736.0,6415.809
3737.0,6417.705
3738.0,6419.601
3739.0,6421.498
3740.0,6423.394
3741.0,6425.291
3742.0,6427.189
3743.0,6429.086
3744.0,6430.983
3745.0,6432.881
3746.0,6434.778
3747.0,6436.675
3748.0,6438.572
3749.0,6440.47
3750.0,6442.367
3751.0,6444.265
3752.0,6446.163
3753.0,6448.062
3754.0,6449.96
3755.0,6451.858
3756.0,6453.756
3757.0,6455.654
3758.0,6457.553
3759.0,6459.451
3760.0,6461.349
3761.0,6463.248
3762.0,6465.147
3763.0,6467.047
3764.0,6468.946
3765.0,6470.845
3766.0,6472.744
3767.0,6474.643
3768.0,6476.543
3769.0,6478.442
3770.0,6480.341
3771.0,6482.241
3772.0,6484.141
3773.0,6486.041
3774.0,6487.941
3775.0,6489.842
3776.0,6491.742
3777.0,6493.642
3778.0,6495.542
3779.0,6497.442
3780.0,6499.342
3781.0,6501.243
3782.0,6503.143
3783.0,6505.044
3784.0,6506.944
3785.0,6508.845
3786.0,6510.746
3787.0,6512.646
3788.0,6514.547
3789.0,6516.447
3790.0,6518.348
3791.0,6520.249
3792.0,6522.149
3793.0,6524.05
3794.0,6525.951
3795.0,6527.852
3796.0,6529.752
3797.0,6531.653
3798.0,6533.554
3799.0,6535.454
3800.0,6537.355
3801.0,6539.256
3802.0,6541.156
3803.0,6543.057
3804.0,6544.958
3805.0,6546.859
3806.0,6548.759
3807.0,6550.66
3808.0,6552.561
3809.0,6554.461
3810.0,6556.362
3811.0,6558.263
3812.0,6560.163
3813.0,6562.064
3814.0,6563.965
3815.0,6565.866
3816.0,6567.766
3817.0,6569.667
3818.0,6571.568
3819.0,6573.468
3820.0,6575.369
3821.0,6577.27
3822.0,6579.17
3823.0,6581.071
3824.0,6582.972
3825.0,6584.873
3826.0,6586.773
3827.0,6588.674
3828.0,6590.575
3829.0,6592.475
3830.0,6594.376
3831.0,6596.277
3832.0,6598.177
3833.0,6600.078
3834.0,6601.979
3835.0,6603.88
3836.0,6605.78
3837.0,6607.681
3838.0,6609.582
3839.0,6611.482
3840.0,6613.383
3841.0,6615.284
3842.0,6617.184
3843.0,6619.085
3844.0,6620.986
3845.0,6622.887
3846.0,6624.787
3847.0,6626.688
3848.0,6628.589
3849.0,6630.489
3850.0,6632.39
3851.0,6634.291
3852.0,6636.191
3853.0,6638.092
3854.0,6639.993
3855.0,6641.894
3856.0,6643.794
3857.0,6645.695
3858.0,6647.596
3859.0,6649.496
3860.0,6651.397
3861.0,6653.298
3862.0,6655.198
3863.0,6657.099
3864.0,6659.0
3865.0,6660.901
3866.0,6662.801
3867.0,6664.702
3868.0,6666.603
3869.0,6668.503
3870.0,6670.404
3871.0,6672.305
3872.0,6674.205
3873.0,6676.106
3874.0,6678.007
3875.0,6679.908
3876.0,6681.808
3877.0,6683.709
3878.0,6685.61
3879.0,6687.51
3880.0,6689.411
3881.0,6691.312
3882.0,6693.212
3883.0,6695.113
3884.0,6697.014
3885.0,6698.915
3886.0,6700.815
3887.0,6702.716
3888.0,6704.617
3889.0,6706.517
3890.0,6708.418
3891.0,6710.319
3892.0,6712.219
3893.0,6714.12
3894.0,6716.021
3895.0,6717.922
3896.0,6719.822
3897.0,6721.723
3898.0,6723.624
3899.0,6725.524
3900.0,6727.425
3901.0,6729.326
3902.0,6731.226
3903.0,6733.127
3904.0,6735.028
3905.0,6736.929
3906.0,6738.829
3907.0,6740.73
3908.0,6742.631
3909.0,6744.531
3910.0,6746.432
3911.0,6748.333
3912.0,6750.233
3913.0,6752.134
3914.0,6754.035
3915.0,6755.936
3916.0,6757.836
3917.0,6759.737
3918.0,6761.638
3919.0,6763.538
3920.0,6765.439
3921.0,6767.34
3922.0,6769.24
3923.0,6771.141
3924.0,6773.042
3925.0,6774.943
3926.0,6776.843
3927.0,6778.744
3928.0,6780.645
3929.0,6782.545
3930.0,6784.446
3931.0,6786.347
3932.0,6788.247
3933.0,6790.148
3934.0,6792.049
3935.0,6793.95
3936.0,6795.85
3937.0,6797.751
3938.0,6799.652
3939.0,6801.552
3940.0,6803.453
3941.0,6805.354
3942.0,6807.254
3943.0,6809.155
3944.0,6811.056
3945.0,6812.957
3946.0,6814.857
3947.0,6816.758
3948.0,6818.659
3949.0,6820.559
3950.0,6822.46
3951.0,6824.361
3952.0,6826.261
3953.0,6828.162
3954.0,6830.063
3955.0,6831.964
3956.0,6833.864
3957.0,6835.765
3958.0,6837.666
3959.0,6839.566
3960.0,6841.467
3961.0,6843.368
3962.0,6845.268
3963.0,6847.169
3964.0,6849.07
3965.0,6850.971
3966.0,6852.871
3967.0,6854.772
3968.0,6856.673
3969.0,6858.573
3970.0,6860.474
3971.0,6862.375
3972.0,6864.275
3973.0,6866.176
3974.0,6868.077
3975.0,6869.978
3976.0,6871.878
3977.0,6873.779
3978.0,6875.68
3979.0,6877.58
3980.0,6879.481
3981.0,6881.382
3982.0,6883.282
3983.0,6885.183
3984.0,6887.084
3985.0,6888.985
3986.0,6890.885
3987.0,6892.786
3988.0,6894.687
3989.0,6896.587
3990.0,6898.488
3991.0,6900.389
3992.0,6902.289
3993.0,6904.19
3994.0,6906.091
3995.0,6907.992
3996.0,6909.892
3997.0,6911.793
3998.0,6913.694
3999.0,6915.594
4000.0,6917.495
4001.0,6919.396
4002.0,6921.296
4003.0,6923.197
4004.0,6925.098
4005.0,6926.999
4006.0,6928.899
4007.0,6930.8
4008.0,6932.701
4009.0,6934.601
4010.0,6936.502
4011.0,6938.403
4012.0,6940.303
4013.0,6942.204
4014.0,6944.105
4015.0,6946.006
4016.0,6947.906
4017.0,6949.807
4018.0,6951.708
4019.0,6953.608
4020.0,6955.509
4021.0,6957.41
4022.0,6959.31
4023.0,6961.211
4024.0,6963.112
4025.0,6965.013
4026.0,6966.913
4027.0,6968.814
4028.0,6970.715
4029.0,6972.615
4030.0,6974.516
4031.0,6976.417
4032.0,6978.317
4033.0,6980.218
4034.0,6982.119
4035.0,6984.02
4036.0,6985.92
4037.0,6987.821
4038.0,6989.722
4039.0,6991.622
4040.0,6993.523
4041.0,6995.424
4042.0,6997.324
4043.0,6999.225
4044.0,7001.126
4045.0,7003.027
4046.0,7004.927
4047.0,7006.828
4048.0,7008.729
4049.0,7010.629
4050.0,7012.53
4051.0,7014.431
4052.0,7016.331
4053.0,7018.232
4054.0,7020.133
4055.0,7022.034
4056.0,7023.934
4057.0,7025.835
4058.0,7027.736
4059.0,7029.636
4060.0,7031.537
4061.0,7033.438
4062.0,7035.338
4063.0,7037.239
4064.0,7039.14
4065.0,7041.041
4066.0,7042.941
4067.0,7044.842
4068.0,7046.743
4069.0,7048.643
4070.0,7050.544
4071.0,7052.445
4072.0,7054.345
4073.0,7056.246
4074.0,7058.147
4075.0,7060.048
4076.0,7061.948
4077.0,7063.849
4078.0,7065.75
4079.0,7067.65
4080.0,7069.551
4081.0,7071.452
4082.0,7073.352
4083.0,7075.253
4084.0,7077.154
4085.0,7079.055
4086.0,7080.955
4087.0,7082.856
4088.0,7084.757
4089.0,7086.657
4090.0,7088.558
4091.0,7090.459
4092.0,7092.359
4093.0,7094.26
4094.0,7096.161
4095.0,7098.062
4096.0,7099.962
4097.0,7101.863
4098.0,7103.764
4099.0,7105.664
4100.0,7107.565
4101.0,7109.466
4102.0,7111.366
4103.0,7113.267
4104.0,7115.168
4105.0,7117.069
4106.0,7118.969
4107.0,7120.87
4108.0,7122.771
4109.0,7124.671
4110.0,7126.572
4111.0,7128.473
4112.0,7130.373
4113.0,7132.274
4114.0,7134.175
4115.0,7136.076
4116.0,7137.976
4117.0,7139.877
4118.0,7141.778
4119.0,7143.678
4120.0,7145.579
4121.0,7147.48
4122.0,7149.38
4123.0,7151.281
4124.0,7153.182
4125.0,7155.083
4126.0,7156.983
4127.0,7158.884
4128.0,7160.785
4129.0,7162.685
4130.0,7164.586
4131.0,7166.487
4132.0,7168.387
4133.0,7170.288
4134.0,7172.189
4135.0,7174.09
4136.0,7175.99
4137.0,7177.891
4138.0,7179.792
4139.0,7181.692
4140.0,7183.593
4141.0,7185.494
4142.0,7187.394
4143.0,7189.295
4144.0,7191.196
4145.0,7193.097
4146.0,7194.997
4147.0,7196.898
4148.0,7198.799
4149.0,7200.699
4150.0,7202.6
4151.0,7204.501
4152.0,7206.401
4153.0,7208.302
4154.0,7210.203
4155.0,7212.104
4156.0,7214.004
4157.0,7215.905
4158.0,7217.806
4159.0,7219.706
4160.0,7221.607
4161.0,7223.508
4162.0,7225.408
4163.0,7227.309
4164.0,7229.21
4165.0,7231.111
4166.0,7233.011
4167.0,7234.912
4168.0,7236.813
4169.0,7238.713
4170.0,7240.614
4171.0,7242.515
4172.0,7244.415
4173.0,7246.316
4174.0,7248.217
4175.0,7250.118
4176.0,7252.018
4177.0,7253.919
4178.0,7255.82
4179.0,7257.72
4180.0,7259.621
4181.0,7261.522
4182.0,7263.422
4183.0,7265.323
4184.0,7267.224
4185.0,7269.125
4186.0,7271.025
4187.0,7272.926
4188.0,7274.827
4189.0,7276.727
4190.0,7278.628
4191.0,7280.529
4192.0,7282.429
4193.0,7284.33
4194.0,7286.231
4195.0,7288.132
4196.0,7290.032
4197.0,7291.933
4198.0,7293.834
4199.0,7295.734
4200.0,7297.635
4201.0,7299.536
4202.0,7301.436
4203.0,7303.337
4204.0,7305.238
4205.0,7307.139
4206.0,7309.039
4207.0,7310.94
4208.0,7312.841
4209.0,7314.741
4210.0,7316.642
4211.0,7318.543
4212.0,7320.443
4213.0,7322.344
4214.0,7324.245
4215.0,7326.146
4216.0,7328.046
4217.0,7329.947
4218.0,7331.848
4219.0,7333.748
4220.0,7335.649
4221.0,7337.55
4222.0,7339.45
4223.0,7341.351
4224.0,7343.252
4225.0,7345.153
4226.0,7347.053
4227.0,7348.954
4228.0,7350.855
4229.0,7352.755
4230.0,7354.656
4231.0,7356.557
4232.0,7358.457
4233.0,7360.358
4234.0,7362.259
4235.0,7364.16
4236.0,7366.06
4237.0,7367.961
4238.0,7369.862
4239.0,7371.762
4240.0,7373.663
4241.0,7375.564
4242.0,7377.464
4243.0,7379.365
4244.0,7381.266
4245.0,7383.167
4246.0,7385.067
4247.0,7386.968
4248.0,7388.869
4249.0,7390.769
4250.0,7392.67
4251.0,7394.571
4252.0,7396.471
4253.0,7398.372
4254.0,7400.273
4255.0,7402.174
4256.0,7404.074
4257.0,7405.975
4258.0,7407.876
4259.0,7409.776
4260.0,7411.677
4261.0,7413.578
4262.0,7415.478
4263.0,7417.379
4264.0,7419.28
4265.0,7421.181
4266.0,7423.081
4267.0,7424.982
4268.0,7426.883
4269.0,7428.783
4270.0,7430.684
4271.0,7432.585
4272.0,7434.485
4273.0,7436.386
4274.0,7438.287
4275.0,7440.188
4276.0,7442.088
4277.0,7443.989
4278.0,7445.89
4279.0,7447.79
4280.0,7449.691
4281.0,7451.592
4282.0,7453.492
4283.0,7455.393
4284.0,7457.294
4285.0,7459.195
4286.0,7461.095
4287.0,7462.996
4288.0,7464.897
4289.0,7466.797
4290.0,7468.698
4291.0,7470.599
4292.0,7472.499
4293.0,7474.4
4294.0,7476.301
4295.0,7478.202
4296.0,7480.102
4297.0,7482.003
4298.0,7483.904
4299.0,7485.804
4300.0,7487.705
4301.0,7489.606
4302.0,7491.506
4303.0,7493.407
4304.0,7495.308
4305.0,7497.209
4306.0,7499.109
4307.0,7501.01
4308.0,7502.911
4309.0,7504.811
4310.0,7506.712
4311.0,7508.613
4312.0,7510.513
4313.0,7512.414
4314.0,7514.315
4315.0,7516.216
4316.0,7518.116
4317.0,7520.017
4318.0,7521.918
4319.0,7523.818
4320.0,7525.719
4321.0,7527.62
4322.0,7529.52
4323.0,7531.421
4324.0,7533.322
4325.0,7535.223
4326.0,7537.123
4327.0,7539.024
4328.0,7540.925
4329.0,7542.825
4330.0,7544.726
4331.0,7546.627
4332.0,7548.527
4333.0,7550.428
4334.0,7552.329
4335.0,7554.23
4336.0,7556.13
4337.0,7558.031
4338.0,7559.932
4339.0,7561.832
4340.0,7563.733
4341.0,7565.634
4342.0,7567.534
4343.0,7569.435
4344.0,7571.336
4345.0,7573.237
4346.0,7575.137
4347.0,7577.038
4348.0,7578.939
4349.0,7580.839
4350.0,7582.74
4351.0,7584.641
4352.0,7586.541
4353.0,7588.442
4354.0,7590.343
4355.0,7592.244
4356.0,7594.144
4357.0,7596.045
4358.0,7597.946
4359.0,7599.846
4360.0,7601.747
4361.0,7603.648
4362.0,7605.548
4363.0,7607.449
4364.0,7609.35
4365.0,7611.251
4366.0,7613.151
4367.0,7615.052
4368.0,7616.953
4369.0,7618.853
4370.0,7620.754
4371.0,7622.655
4372.0,7624.555
4373.0,7626.456
4374.0,7628.357
4375.0,7630.258
4376.0,7632.158
4377.0,7634.059
4378.0,7635.96
4379.0,7637.86
4380.0,7639.761
4381.0,7641.662
4382.0,7643.562
4383.0,7645.463
4384.0,7647.364
4385.0,7649.265
4386.0,7651.165
4387.0,7653.066
4388.0,7654.967
4389.0,7656.867
4390.0,7658.768
4391.0,7660.669
4392.0,7662.569
4393.0,7664.47
4394.0,7666.371
4395.0,7668.272
4396.0,7670.172
4397.0,7672.073
4398.0,7673.974
4399.0,7675.874
4400.0,7677.775
4401.0,7679.676
4402.0,7681.576
4403.0,7683.477
4404.0,7685.378
4405.0,7687.279
4406.0,7689.179
4407.0,7691.08
4408.0,7692.981
4409.0,7694.881
4410.0,7696.782
4411.0,7698.683
4412.0,7700.583
4413.0,7702.484
4414.0,7704.385
4415.0,7706.286
4416.0,7708.186
4417.0,7710.087
4418.0,7711.988
4419.0,7713.888
4420.0,7715.789
4421.0,7717.69
4422.0,7719.59
4423.0,7721.491
4424.0,7723.392
4425.0,7725.293
4426.0,7727.193
4427.0,7729.094
4428.0,7730.995
4429.0,7732.895
4430.0,7734.796
4431.0,7736.697
4432.0,7738.597
4433.0,7740.498
4434.0,7742.399
4435.0,7744.3
4436.0,7746.2
4437.0,7748.101
4438.0,7750.002
4439.0,7751.902
4440.0,7753.803
4441.0,7755.704
4442.0,7757.604
4443.0,7759.505
4444.0,7761.406
4445.0,7763.307
4446.0,7765.207
4447.0,7767.108
4448.0,7769.009
4449.0,7770.909
4450.0,7772.81
4451.0,7774.711
4452.0,7776.611
4453.0,7778.512
4454.0,7780.413
4455.0,7782.314
4456.0,7784.214
4457.0,7786.115
4458.0,7788.016
4459.0,7789.916
4460.0,7791.817
4461.0,7793.718
4462.0,7795.618
4463.0,7797.519
4464.0,7799.42
4465.0,7801.321
4466.0,7803.221
4467.0,7805.122
4468.0,7807.023
4469.0,7808.923
4470.0,7810.824
4471.0,7812.725
4472.0,7814.625
4473.0,7816.526
4474.0,7818.427
4475.0,7820.328
4476.0,7822.228
4477.0,7824.129
4478.0,7826.03
4479.0,7827.93
4480.0,7829.831
4481.0,7831.732
4482.0,7833.632
4483.0,7835.533
4484.0,7837.434
4485.0,7839.335
4486.0,7841.235
4487.0,7843.136
4488.0,7845.037
4489.0,7846.937
4490.0,7848.838
4491.0,7850.739
4492.0,7852.639
4493.0,7854.54
4494.0,7856.441
4495.0,7858.342
4496.0,7860.242
4497.0,7862.143
4498.0,7864.044
4499.0,7865.944
4500.0,7867.845
4501.0,7869.746
4502.0,7871.646
4503.0,7873.547
4504.0,7875.448
4505.0,7877.349
4506.0,7879.249
4507.0,7881.15
4508.0,7883.051
4509.0,7884.951
4510.0,7886.852
4511.0,7888.753
4512.0,7890.653
4513.0,7892.554
4514.0,7894.455
4515.0,7896.356
4516.0,7898.256
4517.0,7900.157
4518.0,7902.058
4519.0,7903.958
4520.0,7905.859
4521.0,7907.76
4522.0,7909.66
4523.0,7911.561
4524.0,7913.462
4525.0,7915.363
4526.0,7917.263
4527.0,7919.164
4528.0,7921.065
4529.0,7922.965
4530.0,7924.866
4531.0,7926.767
4532.0,7928.667
4533.0,7930.568
4534.0,7932.469
4535.0,7934.37
4536.0,7936.27
4537.0,7938.171
4538.0,7940.072
4539.0,7941.972
4540.0,7943.873
4541.0,7945.774
4542.0,7947.674
4543.0,7949.575
4544.0,7951.476
4545.0,7953.377
4546.0,7955.277
4547.0,7957.178
4548.0,7959.079
4549.0,7960.979
4550.0,7962.88
4551.0,7964.781
4552.0,7966.681
4553.0,7968.582
4554.0,7970.483
4555.0,7972.384
4556.0,7974.284
4557.0,7976.185
4558.0,7978.086
4559.0,7979.986
4560.0,7981.887
4561.0,7983.788
4562.0,7985.688
4563.0,7987.589
4564.0,7989.49
4565.0,7991.391
4566.0,7993.291
4567.0,7995.192
4568.0,7997.093
4569.0,7998.993
4570.0,8000.894
4571.0,8002.795
4572.0,8004.695
4573.0,8006.596
4574.0,8008.497
4575.0,8010.398
4576.0,8012.298
4577.0,8014.199
4578.0,8016.1
4579.0,8018.0
4580.0,8019.901
4581.0,8021.802
4582.0,8023.702
4583.0,8025.603
4584.0,8027.504
4585.0,8029.405
4586.0,8031.305
4587.0,8033.206
4588.0,8035.107
4589.0,8037.007
4590.0,8038.908
4591.0,8040.809
4592.0,8042.709
4593.0,8044.61
4594.0,8046.511
4595.0,8048.412
4596.0,8050.312
4597.0,8052.213
4598.0,8054.114
4599.0,8056.014
4600.0,8057.915
4601.0,8059.816
4602.0,8061.716
4603.0,8063.617
4604.0,8065.518
4605.0,8067.419
4606.0,8069.319
4607.0,8071.22
4608.0,8073.121
4609.0,8075.021
4610.0,8076.922
4611.0,8078.823
4612.0,8080.723
4613.0,8082.624
4614.0,8084.525
4615.0,8086.426
4616.0,8088.326
4617.0,8090.227
4618.0,8092.128
4619.0,8094.028
4620.0,8095.929
4621.0,8097.83
4622.0,8099.73
4623.0,8101.631
4624.0,8103.532
4625.0,8105.433
4626.0,8107.333
4627.0,8109.234
4628.0,8111.135
4629.0,8113.035
4630.0,8114.936
4631.0,8116.837
4632.0,8118.737
4633.0,8120.638
4634.0,8122.539
4635.0,8124.44
4636.0,8126.34
4637.0,8128.241
4638.0,8130.142
4639.0,8132.042
4640.0,8133.943
4641.0,8135.844
4642.0,8137.744
4643.0,8139.645
4644.0,8141.546
4645.0,8143.447
4646.0,8145.347
4647.0,8147.248
4648.0,8149.149
4649.0,8151.049
4650.0,8152.95
4651.0,8154.851
4652.0,8156.751
4653.0,8158.652
4654.0,8160.553
4655.0,8162.454
4656.0,8164.354
4657.0,8166.255
4658.0,8168.156
4659.0,8170.056
4660.0,8171.957
4661.0,8173.858
4662.0,8175.758
4663.0,8177.659
4664.0,8179.56
4665.0,8181.461
4666.0,8183.361
4667.0,8185.262
4668.0,8187.163
4669.0,8189.063
4670.0,8190.964
4671.0,8192.865
4672.0,8194.765
4673.0,8196.666
4674.0,8198.567
4675.0,8200.468
4676.0,8202.368
4677.0,8204.269
4678.0,8206.17
4679.0,8208.07
4680.0,8209.971
4681.0,8211.872
4682.0,8213.772
4683.0,8215.673
4684.0,8217.574
4685.0,8219.475
4686.0,8221.375
4687.0,8223.276
4688.0,8225.177
4689.0,8227.077
4690.0,8228.978
4691.0,8230.879
4692.0,8232.779
4693.0,8234.68
4694.0,8236.581
4695.0,8238.482
4696.0,8240.382
4697.0,8242.283
4698.0,8244.184
4699.0,8246.084
4700.0,8247.985
4701.0,8249.886
4702.0,8251.786
4703.0,8253.687
4704.0,8255.588
4705.0,8257.489
4706.0,8259.389
4707.0,8261.29
4708.0,8263.191
4709.0,8265.091
4710.0,8266.992
4711.0,8268.893
4712.0,8270.793
4713.0,8272.694
4714.0,8274.595
4715.0,8276.496
4716.0,8278.396
4717.0,8280.297
4718.0,8282.198
4719.0,8284.098
4720.0,8285.999
4721.0,8287.9
4722.0,8289.8
4723.0,8291.701
4724.0,8293.602
4725.0,8295.503
4726.0,8297.403
4727.0,8299.304
4728.0,8301.205
4729.0,8303.105
4730.0,8305.006
4731.0,8306.907
4732.0,8308.807
4733.0,8310.708
4734.0,8312.609
4735.0,8314.51
4736.0,8316.41
4737.0,8318.311
4738.0,8320.212
4739.0,8322.112
4740.0,8324.013
4741.0,8325.914
4742.0,8327.814
4743.0,8329.715
4744.0,8331.616
4745.0,8333.517
4746.0,8335.417
4747.0,8337.318
4748.0,8339.219
4749.0,8341.119
4750.0,8343.02
4751.0,8344.921
4752.0,8346.821
4753.0,8348.722
