Gauge[mm],Volume[m3]
462.0,352.181
463.0,352.958
464.0,353.736
465.0,354.513
466.0,355.29
467.0,356.068
468.0,356.845
469.0,357.623
470.0,358.4
471.0,359.178
472.0,359.956
473.0,360.734
474.0,361.512
475.0,362.291
476.0,363.069
477.0,363.847
478.0,364.625
479.0,365.403
480.0,366.181
481.0,366.96
482.0,367.738
483.0,368.517
484.0,369.296
485.0,370.075
486.0,370.853
487.0,371.632
488.0,372.411
489.0,373.189
490.0,373.968
491.0,374.747
492.0,375.527
493.0,376.306
494.0,377.086
495.0,377.865
496.0,378.644
497.0,379.424
498.0,380.203
499.0,380.983
500.0,381.762
501.0,382.542
502.0,383.322
503.0,384.102
504.0,384.882
505.0,385.662
506.0,386.442
507.0,387.222
508.0,388.002
509.0,388.782
510.0,389.562
511.0,390.343
512.0,391.123
513.0,391.904
514.0,392.685
515.0,393.466
516.0,394.246
517.0,395.027
518.0,395.808
519.0,396.588
520.0,397.369
521.0,398.15
522.0,398.932
523.0,399.713
524.0,400.494
525.0,401.276
526.0,402.057
527.0,402.838
528.0,403.619
529.0,404.401
530.0,405.182
531.0,405.964
532.0,406.746
533.0,407.528
534.0,408.31
535.0,409.092
536.0,409.874
537.0,410.656
538.0,411.438
539.0,412.22
540.0,413.002
541.0,413.785
542.0,414.567
543.0,415.35
544.0,416.132
545.0,416.915
546.0,417.698
547.0,418.48
548.0,419.263
549.0,420.045
550.0,420.828
551.0,421.611
552.0,422.395
553.0,423.178
554.0,423.961
555.0,424.745
556.0,425.528
557.0,426.311
558.0,427.094
559.0,427.878
560.0,428.661
561.0,429.445
562.0,430.229
563.0,431.013
564.0,431.797
565.0,432.581
566.0,433.365
567.0,434.149
568.0,434.933
569.0,435.717
570.0,436.501
571.0,437.286
572.0,438.07
573.0,438.855
574.0,439.639
575.0,440.424
576.0,441.208
577.0,441.993
578.0,442.777
579.0,443.562
580.0,444.346
581.0,445.131
582.0,445.917
583.0,446.702
584.0,447.487
585.0,448.273
586.0,449.058
587.0,449.843
588.0,450.628
589.0,451.414
590.0,452.199
591.0,452.985
592.0,453.771
593.0,454.556
594.0,455.342
595.0,456.128
596.0,456.914
597.0,457.7
598.0,458.485
599.0,459.271
600.0,460.057
601.0,460.844
602.0,461.63
603.0,462.417
604.0,463.203
605.0,463.99
606.0,464.777
607.0,465.563
608.0,466.35
609.0,467.136
610.0,467.923
611.0,468.71
612.0,469.497
613.0,470.285
614.0,471.072
615.0,471.859
616.0,472.646
617.0,473.433
618.0,474.221
619.0,475.008
620.0,475.795
621.0,476.583
622.0,477.371
623.0,478.158
624.0,478.946
625.0,479.734
626.0,480.522
627.0,481.31
628.0,482.097
629.0,482.885
630.0,483.673
631.0,484.462
632.0,485.25
633.0,486.039
634.0,486.827
635.0,487.616
636.0,488.404
637.0,489.193
638.0,489.981
639.0,490.77
640.0,491.558
641.0,492.347
642.0,493.136
643.0,493.925
644.0,494.714
645.0,495.504
646.0,496.293
647.0,497.082
648.0,497.871
649.0,498.66
650.0,499.449
651.0,500.239
652.0,501.029
653.0,501.818
654.0,502.608
655.0,503.398
656.0,504.188
657.0,504.978
658.0,505.767
659.0,506.557
660.0,507.347
661.0,508.137
662.0,508.928
663.0,509.718
664.0,510.509
665.0,511.299
666.0,512.089
667.0,512.88
668.0,513.67
669.0,514.461
670.0,515.251
671.0,516.042
672.0,516.833
673.0,517.624
674.0,518.415
675.0,519.207
676.0,519.998
677.0,520.789
678.0,521.58
679.0,522.371
680.0,523.162
681.0,523.954
682.0,524.745
683.0,525.537
684.0,526.329
685.0,527.121
686.0,527.912
687.0,528.704
688.0,529.496
689.0,530.287
690.0,531.079
691.0,531.871
692.0,532.664
693.0,533.456
694.0,534.249
695.0,535.041
696.0,535.833
697.0,536.626
698.0,537.418
699.0,538.211
700.0,539.003
701.0,539.796
702.0,540.589
703.0,541.382
704.0,542.175
705.0,542.968
706.0,543.761
707.0,544.554
708.0,545.347
709.0,546.14
710.0,546.933
711.0,547.727
712.0,548.52
713.0,549.314
714.0,550.108
715.0,550.902
716.0,551.695
717.0,552.489
718.0,553.283
719.0,554.076
720.0,554.87
721.0,555.664
722.0,556.459
723.0,557.253
724.0,558.048
725.0,558.842
726.0,559.636
727.0,560.431
728.0,561.225
729.0,562.02
730.0,562.814
731.0,563.609
732.0,564.404
733.0,565.199
734.0,565.994
735.0,566.789
736.0,567.583
737.0,568.378
738.0,569.173
739.0,569.968
740.0,570.763
741.0,571.559
742.0,572.354
743.0,573.15
744.0,573.946
745.0,574.742
746.0,575.537
747.0,576.333
748.0,577.129
749.0,577.924
750.0,578.72
751.0,579.516
752.0,580.313
753.0,581.109
754.0,581.905
755.0,582.702
756.0,583.498
757.0,584.294
758.0,585.09
759.0,585.887
760.0,586.683
761.0,587.48
762.0,588.277
763.0,589.074
764.0,589.871
765.0,590.668
766.0,591.464
767.0,592.261
768.0,593.058
769.0,593.855
770.0,594.652
771.0,595.45
772.0,596.247
773.0,597.045
774.0,597.842
775.0,598.64
776.0,599.438
777.0,600.235
778.0,601.033
779.0,601.83
780.0,602.628
781.0,603.426
782.0,604.224
783.0,605.023
784.0,605.821
785.0,606.619
786.0,607.417
787.0,608.215
788.0,609.014
789.0,609.812
790.0,610.61
791.0,611.409
792.0,612.208
793.0,613.007
794.0,613.806
795.0,614.605
796.0,615.403
797.0,616.202
798.0,617.001
799.0,617.8
800.0,618.599
801.0,619.399
802.0,620.198
803.0,620.998
804.0,621.797
805.0,622.597
806.0,623.396
807.0,624.196
808.0,624.995
809.0,625.795
810.0,626.594
811.0,627.394
812.0,628.194
813.0,628.995
814.0,629.795
815.0,630.595
816.0,631.395
817.0,632.195
818.0,632.996
819.0,633.796
820.0,634.596
821.0,635.397
822.0,636.198
823.0,636.998
824.0,637.799
825.0,638.6
826.0,639.401
827.0,640.202
828.0,641.002
829.0,641.803
830.0,642.604
831.0,643.406
832.0,644.207
833.0,645.009
834.0,645.81
835.0,646.612
836.0,647.413
837.0,648.215
838.0,649.016
839.0,649.818
840.0,650.619
841.0,651.421
842.0,652.223
843.0,653.025
844.0,653.827
845.0,654.63
846.0,655.432
847.0,656.234
848.0,657.036
849.0,657.838
850.0,658.64
851.0,659.443
852.0,660.246
853.0,661.048
854.0,661.851
855.0,662.654
856.0,663.457
857.0,664.26
858.0,665.062
859.0,665.865
860.0,666.668
861.0,667.472
862.0,668.275
863.0,669.079
864.0,669.882
865.0,670.686
866.0,671.489
867.0,672.293
868.0,673.096
869.0,673.9
870.0,674.703
871.0,675.507
872.0,676.311
873.0,677.115
874.0,677.919
875.0,678.723
876.0,679.527
877.0,680.331
878.0,681.135
879.0,681.939
880.0,682.743
881.0,683.548
882.0,684.353
883.0,685.157
884.0,685.962
885.0,686.767
886.0,687.572
887.0,688.377
888.0,689.181
889.0,689.986
890.0,690.791
891.0,691.596
892.0,692.402
893.0,693.207
894.0,694.013
895.0,694.818
896.0,695.623
897.0,696.429
898.0,697.234
899.0,698.04
900.0,698.845
901.0,699.651
902.0,700.457
903.0,701.263
904.0,702.069
905.0,702.875
906.0,703.681
907.0,704.487
908.0,705.293
909.0,706.099
910.0,706.905
911.0,707.712
912.0,708.518
913.0,709.325
914.0,710.132
915.0,710.939
916.0,711.745
917.0,712.552
918.0,713.359
919.0,714.165
920.0,714.972
921.0,715.779
922.0,716.587
923.0,717.394
924.0,718.201
925.0,719.009
926.0,719.816
927.0,720.623
928.0,721.43
929.0,722.238
930.0,723.045
931.0,723.853
932.0,724.661
933.0,725.469
934.0,726.277
935.0,727.085
936.0,727.893
937.0,728.701
938.0,729.509
939.0,730.317
940.0,731.125
941.0,731.934
942.0,732.742
943.0,733.551
944.0,734.359
945.0,735.168
946.0,735.977
947.0,736.785
948.0,737.594
949.0,738.402
950.0,739.211
951.0,740.02
952.0,740.83
953.0,741.639
954.0,742.448
955.0,743.258
956.0,744.067
957.0,744.876
958.0,745.685
959.0,746.495
960.0,747.304
961.0,748.114
962.0,748.924
963.0,749.734
964.0,750.544
965.0,751.354
966.0,752.164
967.0,752.974
968.0,753.784
969.0,754.594
970.0,755.404
971.0,756.215
972.0,757.025
973.0,757.836
974.0,758.647
975.0,759.458
976.0,760.268
977.0,761.079
978.0,761.89
979.0,762.7
980.0,763.511
981.0,764.322
982.0,765.134
983.0,765.945
984.0,766.757
985.0,767.568
986.0,768.379
987.0,769.191
988.0,770.002
989.0,770.814
990.0,771.625
991.0,772.437
992.0,773.249
993.0,774.061
994.0,774.873
995.0,775.685
996.0,776.496
997.0,777.308
998.0,778.12
999.0,778.932
1000.0,779.744
1001.0,780.557
1002.0,781.369
1003.0,782.182
1004.0,782.995
1005.0,783.808
1006.0,784.62
1007.0,785.433
1008.0,786.246
1009.0,787.058
1010.0,787.871
1011.0,788.684
1012.0,789.498
1013.0,790.311
1014.0,791.124
1015.0,791.938
1016.0,792.751
1017.0,793.564
1018.0,794.377
1019.0,795.191
1020.0,796.004
1021.0,796.818
1022.0,797.632
1023.0,798.446
1024.0,799.26
1025.0,800.074
1026.0,800.887
1027.0,801.701
1028.0,802.515
1029.0,803.329
1030.0,804.143
1031.0,804.958
1032.0,805.772
1033.0,806.587
1034.0,807.401
1035.0,808.216
1036.0,809.03
1037.0,809.845
1038.0,810.659
1039.0,811.474
1040.0,812.288
1041.0,813.103
1042.0,813.918
1043.0,814.734
1044.0,815.549
1045.0,816.364
1046.0,817.179
1047.0,817.994
1048.0,818.81
1049.0,819.625
1050.0,820.44
1051.0,821.256
1052.0,822.072
1053.0,822.888
1054.0,823.704
1055.0,824.52
1056.0,825.335
1057.0,826.151
1058.0,826.967
1059.0,827.783
1060.0,828.599
1061.0,829.416
1062.0,830.232
1063.0,831.049
1064.0,831.865
1065.0,832.682
1066.0,833.498
1067.0,834.315
1068.0,835.131
1069.0,835.948
1070.0,836.764
1071.0,837.581
1072.0,838.398
1073.0,839.216
1074.0,840.033
1075.0,840.85
1076.0,841.667
1077.0,842.484
1078.0,843.302
1079.0,844.119
1080.0,844.936
1081.0,845.754
1082.0,846.572
1083.0,847.389
1084.0,848.207
1085.0,849.025
1086.0,849.843
1087.0,850.661
1088.0,851.478
1089.0,852.296
1090.0,853.114
1091.0,853.933
1092.0,854.751
1093.0,855.57
1094.0,856.388
1095.0,857.207
1096.0,858.025
1097.0,858.844
1098.0,859.662
1099.0,860.481
1100.0,861.299
1101.0,862.118
1102.0,862.937
1103.0,863.756
1104.0,864.575
1105.0,865.395
1106.0,866.214
1107.0,867.033
1108.0,867.852
1109.0,868.671
1110.0,869.49
1111.0,870.31
1112.0,871.13
1113.0,871.949
1114.0,872.769
1115.0,873.589
1116.0,874.409
1117.0,875.229
1118.0,876.048
1119.0,876.868
1120.0,877.688
1121.0,878.508
1122.0,879.329
1123.0,880.149
1124.0,880.97
1125.0,881.79
1126.0,882.61
1127.0,883.431
1128.0,884.251
1129.0,885.072
1130.0,885.892
1131.0,886.713
1132.0,887.534
1133.0,888.355
1134.0,889.176
1135.0,889.997
1136.0,890.818
1137.0,891.639
1138.0,892.46
1139.0,893.281
1140.0,894.102
1141.0,894.924
1142.0,895.746
1143.0,896.567
1144.0,897.389
1145.0,898.211
1146.0,899.033
1147.0,899.855
1148.0,900.676
1149.0,901.498
1150.0,902.32
1151.0,903.142
1152.0,903.965
1153.0,904.787
1154.0,905.609
1155.0,906.432
1156.0,907.254
1157.0,908.076
1158.0,908.898
1159.0,909.721
1160.0,910.543
1161.0,911.366
1162.0,912.189
1163.0,913.012
1164.0,913.835
1165.0,914.659
1166.0,915.482
1167.0,916.305
1168.0,917.128
1169.0,917.951
1170.0,918.774
1171.0,919.598
1172.0,920.421
1173.0,921.245
1174.0,922.068
1175.0,922.892
1176.0,923.716
1177.0,924.539
1178.0,925.363
1179.0,926.186
1180.0,927.01
1181.0,927.834
1182.0,928.659
1183.0,929.483
1184.0,930.307
1185.0,931.132
1186.0,931.956
1187.0,932.78
1188.0,933.604
1189.0,934.429
1190.0,935.253
1191.0,936.078
1192.0,936.903
1193.0,937.728
1194.0,938.553
1195.0,939.378
1196.0,940.203
1197.0,941.028
1198.0,941.853
1199.0,942.678
1200.0,943.503
1201.0,944.329
1202.0,945.154
1203.0,945.98
1204.0,946.805
1205.0,947.631
1206.0,948.457
1207.0,949.282
1208.0,950.108
1209.0,950.933
1210.0,951.759
1211.0,952.585
1212.0,953.412
1213.0,954.238
1214.0,955.064
1215.0,955.891
1216.0,956.717
1217.0,957.543
1218.0,958.369
1219.0,959.196
1220.0,960.022
1221.0,960.849
1222.0,961.676
1223.0,962.503
1224.0,963.33
1225.0,964.157
1226.0,964.983
1227.0,965.81
1228.0,966.637
1229.0,967.464
1230.0,968.291
1231.0,969.119
1232.0,969.946
1233.0,970.774
1234.0,971.601
1235.0,972.429
1236.0,973.257
1237.0,974.084
1238.0,974.912
1239.0,975.739
1240.0,976.567
1241.0,977.395
1242.0,978.223
1243.0,979.052
1244.0,979.88
1245.0,980.708
1246.0,981.536
1247.0,982.364
1248.0,983.193
1249.0,984.021
1250.0,984.849
1251.0,985.678
1252.0,986.507
1253.0,987.335
1254.0,988.164
1255.0,988.993
1256.0,989.822
1257.0,990.651
1258.0,991.479
1259.0,992.308
1260.0,993.137
1261.0,993.967
1262.0,994.796
1263.0,995.626
1264.0,996.455
1265.0,997.285
1266.0,998.115
1267.0,998.944
1268.0,999.774
1269.0,1000.603
1270.0,1001.433
1271.0,1002.263
1272.0,1003.093
1273.0,1003.923
1274.0,1004.753
1275.0,1005.584
1276.0,1006.414
1277.0,1007.244
1278.0,1008.074
1279.0,1008.904
1280.0,1009.734
1281.0,1010.565
1282.0,1011.396
1283.0,1012.227
1284.0,1013.058
1285.0,1013.889
1286.0,1014.719
1287.0,1015.55
1288.0,1016.381
1289.0,1017.212
1290.0,1018.043
1291.0,1018.874
1292.0,1019.706
1293.0,1020.537
1294.0,1021.369
1295.0,1022.2
1296.0,1023.031
1297.0,1023.863
1298.0,1024.694
1299.0,1025.526
1300.0,1026.357
1301.0,1027.189
1302.0,1028.021
1303.0,1028.853
1304.0,1029.685
1305.0,1030.518
1306.0,1031.35
1307.0,1032.182
1308.0,1033.014
1309.0,1033.846
1310.0,1034.678
1311.0,1035.511
1312.0,1036.344
1313.0,1037.176
1314.0,1038.009
1315.0,1038.842
1316.0,1039.675
1317.0,1040.508
1318.0,1041.34
1319.0,1042.173
1320.0,1043.006
1321.0,1043.839
1322.0,1044.673
1323.0,1045.506
1324.0,1046.34
1325.0,1047.173
1326.0,1048.006
1327.0,1048.84
1328.0,1049.673
1329.0,1050.507
1330.0,1051.34
1331.0,1052.174
1332.0,1053.008
1333.0,1053.842
1334.0,1054.676
1335.0,1055.511
1336.0,1056.345
1337.0,1057.179
1338.0,1058.013
1339.0,1058.847
1340.0,1059.681
1341.0,1060.516
1342.0,1061.35
1343.0,1062.185
1344.0,1063.02
1345.0,1063.855
1346.0,1064.689
1347.0,1065.524
1348.0,1066.359
1349.0,1067.193
1350.0,1068.028
1351.0,1068.863
1352.0,1069.699
1353.0,1070.534
1354.0,1071.37
1355.0,1072.205
1356.0,1073.04
1357.0,1073.876
1358.0,1074.711
1359.0,1075.547
1360.0,1076.382
1361.0,1077.218
1362.0,1078.054
1363.0,1078.89
1364.0,1079.726
1365.0,1080.562
1366.0,1081.398
1367.0,1082.234
1368.0,1083.07
1369.0,1083.906
1370.0,1084.742
1371.0,1085.579
1372.0,1086.415
1373.0,1087.252
1374.0,1088.089
1375.0,1088.926
1376.0,1089.762
1377.0,1090.599
1378.0,1091.436
1379.0,1092.272
1380.0,1093.109
1381.0,1093.946
1382.0,1094.784
1383.0,1095.621
1384.0,1096.458
1385.0,1097.296
1386.0,1098.133
1387.0,1098.97
1388.0,1099.807
1389.0,1100.645
1390.0,1101.482
1391.0,1102.32
1392.0,1103.158
1393.0,1103.996
1394.0,1104.834
1395.0,1105.672
1396.0,1106.51
1397.0,1107.348
1398.0,1108.186
1399.0,1109.024
1400.0,1109.862
1401.0,1110.701
1402.0,1111.539
1403.0,1112.378
1404.0,1113.216
1405.0,1114.055
1406.0,1114.894
1407.0,1115.732
1408.0,1116.571
1409.0,1117.409
1410.0,1118.248
1411.0,1119.087
1412.0,1119.926
1413.0,1120.766
1414.0,1121.605
1415.0,1122.444
1416.0,1123.283
1417.0,1124.122
1418.0,1124.962
1419.0,1125.801
1420.0,1126.64
1421.0,1127.48
1422.0,1128.32
1423.0,1129.16
1424.0,1130.0
1425.0,1130.84
1426.0,1131.679
1427.0,1132.519
1428.0,1133.359
1429.0,1134.199
1430.0,1135.039
1431.0,1135.88
1432.0,1136.72
1433.0,1137.561
1434.0,1138.401
1435.0,1139.242
1436.0,1140.083
1437.0,1140.923
1438.0,1141.764
1439.0,1142.604
1440.0,1143.445
1441.0,1144.286
1442.0,1145.127
1443.0,1145.969
1444.0,1146.81
1445.0,1147.651
1446.0,1148.492
1447.0,1149.333
1448.0,1150.175
1449.0,1151.016
1450.0,1151.857
1451.0,1152.699
1452.0,1153.541
1453.0,1154.383
1454.0,1155.225
1455.0,1156.067
1456.0,1156.908
1457.0,1157.75
1458.0,1158.592
1459.0,1159.434
1460.0,1160.276
1461.0,1161.119
1462.0,1161.961
1463.0,1162.804
1464.0,1163.646
1465.0,1164.489
1466.0,1165.331
1467.0,1166.174
1468.0,1167.016
1469.0,1167.859
1470.0,1168.701
1471.0,1169.544
1472.0,1170.387
1473.0,1171.231
1474.0,1172.074
1475.0,1172.917
1476.0,1173.76
1477.0,1174.603
1478.0,1175.447
1479.0,1176.29
1480.0,1177.133
1481.0,1177.977
1482.0,1178.821
1483.0,1179.664
1484.0,1180.508
1485.0,1181.352
1486.0,1182.196
1487.0,1183.04
1488.0,1183.883
1489.0,1184.727
1490.0,1185.571
1491.0,1186.416
1492.0,1187.26
1493.0,1188.105
1494.0,1188.949
1495.0,1189.794
1496.0,1190.638
1497.0,1191.483
1498.0,1192.327
1499.0,1193.172
1500.0,1194.016
1501.0,1194.861
1502.0,1195.706
1503.0,1196.551
1504.0,1197.396
1505.0,1198.242
1506.0,1199.087
1507.0,1199.932
1508.0,1200.777
1509.0,1201.622
1510.0,1202.467
1511.0,1203.313
1512.0,1204.158
1513.0,1205.004
1514.0,1205.85
1515.0,1206.696
1516.0,1207.541
1517.0,1208.387
1518.0,1209.233
1519.0,1210.078
1520.0,1210.924
1521.0,1211.771
1522.0,1212.617
1523.0,1213.464
1524.0,1214.31
1525.0,1215.157
1526.0,1216.003
1527.0,1216.85
1528.0,1217.696
1529.0,1218.543
1530.0,1219.389
1531.0,1220.236
1532.0,1221.083
1533.0,1221.93
1534.0,1222.777
1535.0,1223.624
1536.0,1224.471
1537.0,1225.318
1538.0,1226.165
1539.0,1227.012
1540.0,1227.859
1541.0,1228.707
1542.0,1229.555
1543.0,1230.402
1544.0,1231.25
1545.0,1232.098
1546.0,1232.946
1547.0,1233.794
1548.0,1234.641
1549.0,1235.489
1550.0,1236.337
1551.0,1237.185
1552.0,1238.034
1553.0,1238.882
1554.0,1239.73
1555.0,1240.579
1556.0,1241.427
1557.0,1242.275
1558.0,1243.123
1559.0,1243.972
1560.0,1244.82
1561.0,1245.669
1562.0,1246.518
1563.0,1247.367
1564.0,1248.216
1565.0,1249.066
1566.0,1249.915
1567.0,1250.764
1568.0,1251.613
1569.0,1252.462
1570.0,1253.311
1571.0,1254.161
1572.0,1255.01
1573.0,1255.86
1574.0,1256.709
1575.0,1257.559
1576.0,1258.409
1577.0,1259.258
1578.0,1260.108
1579.0,1260.957
1580.0,1261.807
1581.0,1262.657
1582.0,1263.508
1583.0,1264.358
1584.0,1265.209
1585.0,1266.059
1586.0,1266.909
1587.0,1267.76
1588.0,1268.61
1589.0,1269.461
1590.0,1270.311
1591.0,1271.162
1592.0,1272.013
1593.0,1272.864
1594.0,1273.715
1595.0,1274.566
1596.0,1275.416
1597.0,1276.267
1598.0,1277.118
1599.0,1277.969
1600.0,1278.82
1601.0,1279.672
1602.0,1280.523
1603.0,1281.375
1604.0,1282.226
1605.0,1283.078
1606.0,1283.93
1607.0,1284.781
1608.0,1285.633
1609.0,1286.484
1610.0,1287.336
1611.0,1288.188
1612.0,1289.041
1613.0,1289.893
1614.0,1290.745
1615.0,1291.598
1616.0,1292.45
1617.0,1293.302
1618.0,1294.154
1619.0,1295.007
1620.0,1295.859
1621.0,1296.712
1622.0,1297.565
