Gauge[mm],Volume[m3]
3048.0,2580.153
3049.0,2581.099
3050.0,2582.045
3051.0,2582.992
3052.0,2583.938
3053.0,2584.885
3054.0,2585.832
3055.0,2586.779
3056.0,2587.725
3057.0,2588.672
3058.0,2589.619
3059.0,2590.565
3060.0,2591.512
3061.0,2592.459
3062.0,2593.407
3063.0,2594.354
3064.0,2595.301
3065.0,2596.249
3066.0,2597.196
3067.0,2598.143
3068.0,2599.09
3069.0,2600.038
3070.0,2600.985
3071.0,2601.933
3072.0,2602.881
3073.0,2603.829
3074.0,2604.777
3075.0,2605.725
3076.0,2606.673
3077.0,2607.621
3078.0,2608.569
3079.0,2609.517
3080.0,2610.465
3081.0,2611.414
3082.0,2612.362
3083.0,2613.311
3084.0,2614.259
3085.0,2615.208
3086.0,2616.156
3087.0,2617.105
3088.0,2618.053
3089.0,2619.002
3090.0,2619.95
3091.0,2620.899
3092.0,2621.849
3093.0,2622.798
3094.0,2623.747
3095.0,2624.697
3096.0,2625.646
3097.0,2626.595
3098.0,2627.544
3099.0,2628.494
3100.0,2629.443
3101.0,2630.393
3102.0,2631.343
3103.0,2632.293
3104.0,2633.243
3105.0,2634.193
3106.0,2635.142
3107.0,2636.092
3108.0,2637.042
3109.0,2637.992
3110.0,2638.942
3111.0,2639.893
3112.0,2640.843
3113.0,2641.794
3114.0,2642.744
3115.0,2643.695
3116.0,2644.645
3117.0,2645.596
3118.0,2646.546
3119.0,2647.497
3120.0,2648.447
3121.0,2649.398
3122.0,2650.349
3123.0,2651.301
3124.0,2652.252
3125.0,2653.203
3126.0,2654.154
3127.0,2655.105
3128.0,2656.057
3129.0,2657.008
3130.0,2657.959
3131.0,2658.911
3132.0,2659.863
3133.0,2660.815
3134.0,2661.767
3135.0,2662.719
3136.0,2663.67
3137.0,2664.622
3138.0,2665.574
3139.0,2666.526
3140.0,2667.478
3141.0,2668.431
3142.0,2669.383
3143.0,2670.336
3144.0,2671.288
3145.0,2672.241
3146.0,2673.193
3147.0,2674.146
3148.0,2675.098
3149.0,2676.051
3150.0,2677.003
3151.0,2677.956
3152.0,2678.909
3153.0,2679.862
3154.0,2680.815
3155.0,2681.769
3156.0,2682.722
3157.0,2683.675
3158.0,2684.628
3159.0,2685.581
3160.0,2686.534
3161.0,2687.488
3162.0,2688.442
3163.0,2689.396
3164.0,2690.35
3165.0,2691.304
3166.0,2692.257
3167.0,2693.211
3168.0,2694.165
3169.0,2695.119
3170.0,2696.073
3171.0,2697.027
3172.0,2697.982
3173.0,2698.936
3174.0,2699.891
3175.0,2700.845
3176.0,2701.799
3177.0,2702.754
3178.0,2703.708
3179.0,2704.663
3180.0,2705.617
3181.0,2706.572
3182.0,2707.527
3183.0,2708.482
3184.0,2709.437
3185.0,2710.393
3186.0,2711.348
3187.0,2712.303
3188.0,2713.258
3189.0,2714.213
3190.0,2715.168
3191.0,2716.124
3192.0,2717.079
3193.0,2718.035
3194.0,2718.991
3195.0,2719.947
3196.0,2720.902
3197.0,2721.858
3198.0,2722.814
3199.0,2723.769
3200.0,2724.725
3201.0,2725.681
3202.0,2726.638
3203.0,2727.594
3204.0,2728.551
3205.0,2729.507
3206.0,2730.463
3207.0,2731.42
3208.0,2732.376
3209.0,2733.333
3210.0,2734.289
3211.0,2735.246
3212.0,2736.203
3213.0,2737.16
3214.0,2738.117
3215.0,2739.075
3216.0,2740.032
3217.0,2740.989
3218.0,2741.946
3219.0,2742.903
3220.0,2743.86
3221.0,2744.818
3222.0,2745.775
3223.0,2746.733
3224.0,2747.691
3225.0,2748.649
3226.0,2749.606
3227.0,2750.564
3228.0,2751.522
3229.0,2752.479
3230.0,2753.437
3231.0,2754.395
3232.0,2755.354
3233.0,2756.312
3234.0,2757.27
3235.0,2758.229
3236.0,2759.187
3237.0,2760.145
3238.0,2761.103
3239.0,2762.062
3240.0,2763.02
3241.0,2763.979
3242.0,2764.938
3243.0,2765.897
3244.0,2766.856
3245.0,2767.815
3246.0,2768.774
3247.0,2769.733
3248.0,2770.692
3249.0,2771.651
3250.0,2772.61
3251.0,2773.57
3252.0,2774.529
3253.0,2775.489
3254.0,2776.449
3255.0,2777.409
3256.0,2778.368
3257.0,2779.328
3258.0,2780.288
3259.0,2781.247
3260.0,2782.207
3261.0,2783.167
3262.0,2784.127
3263.0,2785.088
3264.0,2786.048
3265.0,2787.008
3266.0,2787.968
3267.0,2788.928
3268.0,2789.889
3269.0,2790.849
3270.0,2791.809
3271.0,2792.77
3272.0,2793.731
3273.0,2794.692
3274.0,2795.653
3275.0,2796.614
3276.0,2797.575
3277.0,2798.536
3278.0,2799.497
3279.0,2800.458
3280.0,2801.419
3281.0,2802.381
3282.0,2803.342
3283.0,2804.304
3284.0,2805.265
3285.0,2806.227
3286.0,2807.189
3287.0,2808.15
3288.0,2809.112
3289.0,2810.073
3290.0,2811.035
3291.0,2811.997
3292.0,2812.96
3293.0,2813.922
3294.0,2814.884
3295.0,2815.847
3296.0,2816.809
3297.0,2817.771
3298.0,2818.733
3299.0,2819.696
3300.0,2820.658
3301.0,2821.621
3302.0,2822.584
3303.0,2823.546
3304.0,2824.509
3305.0,2825.472
3306.0,2826.435
3307.0,2827.398
3308.0,2828.36
3309.0,2829.323
3310.0,2830.286
3311.0,2831.25
3312.0,2832.213
3313.0,2833.177
3314.0,2834.14
3315.0,2835.104
3316.0,2836.068
3317.0,2837.031
3318.0,2837.995
3319.0,2838.958
3320.0,2839.922
3321.0,2840.886
3322.0,2841.85
3323.0,2842.815
3324.0,2843.779
3325.0,2844.743
3326.0,2845.707
3327.0,2846.671
3328.0,2847.636
3329.0,2848.6
3330.0,2849.564
3331.0,2850.529
3332.0,2851.494
3333.0,2852.459
3334.0,2853.424
3335.0,2854.389
3336.0,2855.353
3337.0,2856.318
3338.0,2857.283
3339.0,2858.248
3340.0,2859.213
3341.0,2860.178
3342.0,2861.144
3343.0,2862.109
3344.0,2863.075
3345.0,2864.04
3346.0,2865.005
3347.0,2865.971
3348.0,2866.936
3349.0,2867.902
3350.0,2868.867
3351.0,2869.833
3352.0,2870.799
3353.0,2871.766
3354.0,2872.732
3355.0,2873.698
3356.0,2874.664
3357.0,2875.63
3358.0,2876.597
3359.0,2877.563
3360.0,2878.529
3361.0,2879.496
3362.0,2880.463
3363.0,2881.429
3364.0,2882.396
3365.0,2883.363
3366.0,2884.33
3367.0,2885.297
3368.0,2886.263
3369.0,2887.23
3370.0,2888.197
3371.0,2889.165
3372.0,2890.132
3373.0,2891.1
3374.0,2892.067
3375.0,2893.035
3376.0,2894.002
3377.0,2894.97
3378.0,2895.937
3379.0,2896.905
3380.0,2897.872
3381.0,2898.84
3382.0,2899.808
3383.0,2900.776
3384.0,2901.744
3385.0,2902.713
3386.0,2903.681
3387.0,2904.649
3388.0,2905.617
3389.0,2906.585
3390.0,2907.553
3391.0,2908.522
3392.0,2909.49
3393.0,2910.459
3394.0,2911.428
3395.0,2912.397
3396.0,2913.365
3397.0,2914.334
3398.0,2915.303
3399.0,2916.271
3400.0,2917.24
3401.0,2918.209
3402.0,2919.179
3403.0,2920.148
3404.0,2921.118
3405.0,2922.087
3406.0,2923.056
3407.0,2924.026
3408.0,2924.995
3409.0,2925.965
3410.0,2926.934
3411.0,2927.904
3412.0,2928.874
3413.0,2929.844
3414.0,2930.814
3415.0,2931.784
3416.0,2932.754
3417.0,2933.724
3418.0,2934.694
3419.0,2935.664
3420.0,2936.634
3421.0,2937.605
3422.0,2938.576
3423.0,2939.546
3424.0,2940.517
3425.0,2941.488
3426.0,2942.459
3427.0,2943.43
3428.0,2944.4
3429.0,2945.371
3430.0,2946.342
3431.0,2947.313
3432.0,2948.285
3433.0,2949.256
3434.0,2950.227
3435.0,2951.199
3436.0,2952.17
3437.0,2953.141
3438.0,2954.112
3439.0,2955.084
3440.0,2956.055
3441.0,2957.027
3442.0,2957.999
3443.0,2958.971
3444.0,2959.943
3445.0,2960.915
3446.0,2961.887
3447.0,2962.859
3448.0,2963.831
3449.0,2964.803
3450.0,2965.775
3451.0,2966.748
3452.0,2967.72
3453.0,2968.693
3454.0,2969.665
3455.0,2970.638
3456.0,2971.611
3457.0,2972.583
3458.0,2973.556
3459.0,2974.528
3460.0,2975.501
3461.0,2976.474
3462.0,2977.448
3463.0,2978.421
3464.0,2979.395
3465.0,2980.368
3466.0,2981.341
3467.0,2982.315
3468.0,2983.288
3469.0,2984.262
3470.0,2985.235
3471.0,2986.209
3472.0,2987.183
3473.0,2988.157
3474.0,2989.131
3475.0,2990.105
3476.0,2991.078
3477.0,2992.052
3478.0,2993.026
3479.0,2994.0
3480.0,2994.974
3481.0,2995.949
3482.0,2996.923
3483.0,2997.898
3484.0,2998.872
3485.0,2999.847
3486.0,3000.822
3487.0,3001.796
3488.0,3002.771
3489.0,3003.745
3490.0,3004.72
3491.0,3005.695
3492.0,3006.67
3493.0,3007.646
3494.0,3008.621
3495.0,3009.596
3496.0,3010.571
3497.0,3011.546
3498.0,3012.522
3499.0,3013.497
3500.0,3014.472
3501.0,3015.448
3502.0,3016.424
3503.0,3017.4
3504.0,3018.376
3505.0,3019.352
3506.0,3020.328
3507.0,3021.304
3508.0,3022.28
3509.0,3023.256
3510.0,3024.232
3511.0,3025.209
3512.0,3026.185
3513.0,3027.162
3514.0,3028.138
3515.0,3029.115
3516.0,3030.091
3517.0,3031.068
3518.0,3032.044
3519.0,3033.021
3520.0,3033.997
3521.0,3034.974
3522.0,3035.951
3523.0,3036.929
3524.0,3037.906
3525.0,3038.883
3526.0,3039.86
3527.0,3040.837
3528.0,3041.815
3529.0,3042.792
3530.0,3043.769
3531.0,3044.747
3532.0,3045.725
3533.0,3046.703
3534.0,3047.681
3535.0,3048.659
3536.0,3049.636
3537.0,3050.614
3538.0,3051.592
3539.0,3052.57
3540.0,3053.548
3541.0,3054.527
3542.0,3055.505
3543.0,3056.484
3544.0,3057.462
3545.0,3058.441
3546.0,3059.419
3547.0,3060.398
3548.0,3061.376
3549.0,3062.355
3550.0,3063.333
3551.0,3064.312
3552.0,3065.291
3553.0,3066.27
3554.0,3067.249
3555.0,3068.229
3556.0,3069.208
3557.0,3070.187
3558.0,3071.166
3559.0,3072.145
3560.0,3073.124
3561.0,3074.104
3562.0,3075.084
3563.0,3076.064
3564.0,3077.044
3565.0,3078.024
3566.0,3079.003
3567.0,3079.983
3568.0,3080.963
3569.0,3081.943
3570.0,3082.923
3571.0,3083.903
3572.0,3084.884
3573.0,3085.864
3574.0,3086.845
3575.0,3087.825
3576.0,3088.805
3577.0,3089.786
3578.0,3090.766
3579.0,3091.747
3580.0,3092.727
3581.0,3093.708
3582.0,3094.689
3583.0,3095.67
3584.0,3096.651
3585.0,3097.632
3586.0,3098.613
3587.0,3099.594
3588.0,3100.575
3589.0,3101.556
3590.0,3102.537
3591.0,3103.519
3592.0,3104.501
3593.0,3105.482
3594.0,3106.464
3595.0,3107.446
3596.0,3108.428
3597.0,3109.41
3598.0,3110.391
3599.0,3111.373
3600.0,3112.355
3601.0,3113.337
3602.0,3114.32
3603.0,3115.302
3604.0,3116.285
3605.0,3117.267
3606.0,3118.249
3607.0,3119.232
3608.0,3120.214
3609.0,3121.197
3610.0,3122.179
3611.0,3123.162
3612.0,3124.145
3613.0,3125.128
3614.0,3126.111
3615.0,3127.095
3616.0,3128.078
3617.0,3129.061
3618.0,3130.044
3619.0,3131.027
3620.0,3132.01
3621.0,3132.994
3622.0,3133.977
3623.0,3134.961
3624.0,3135.945
3625.0,3136.929
3626.0,3137.912
3627.0,3138.896
3628.0,3139.88
3629.0,3140.863
3630.0,3141.847
3631.0,3142.831
3632.0,3143.816
3633.0,3144.8
3634.0,3145.784
3635.0,3146.769
3636.0,3147.753
3637.0,3148.737
3638.0,3149.721
3639.0,3150.706
3640.0,3151.69
3641.0,3152.675
3642.0,3153.66
3643.0,3154.645
3644.0,3155.63
3645.0,3156.615
3646.0,3157.6
3647.0,3158.585
3648.0,3159.57
3649.0,3160.555
3650.0,3161.54
3651.0,3162.526
3652.0,3163.511
3653.0,3164.497
3654.0,3165.483
3655.0,3166.469
3656.0,3167.454
3657.0,3168.44
3658.0,3169.426
3659.0,3170.411
3660.0,3171.397
3661.0,3172.383
3662.0,3173.37
3663.0,3174.356
3664.0,3175.342
3665.0,3176.329
3666.0,3177.315
3667.0,3178.301
3668.0,3179.287
3669.0,3180.274
3670.0,3181.26
3671.0,3182.247
3672.0,3183.234
3673.0,3184.221
3674.0,3185.208
3675.0,3186.195
3676.0,3187.182
3677.0,3188.169
3678.0,3189.156
3679.0,3190.143
3680.0,3191.13
3681.0,3192.118
3682.0,3193.105
3683.0,3194.093
3684.0,3195.08
3685.0,3196.068
3686.0,3197.055
3687.0,3198.043
3688.0,3199.03
3689.0,3200.018
3690.0,3201.005
3691.0,3201.993
3692.0,3202.982
3693.0,3203.97
3694.0,3204.958
3695.0,3205.947
3696.0,3206.935
3697.0,3207.923
3698.0,3208.911
3699.0,3209.9
3700.0,3210.888
3701.0,3211.877
3702.0,3212.866
3703.0,3213.855
3704.0,3214.844
3705.0,3215.833
3706.0,3216.821
3707.0,3217.81
3708.0,3218.799
3709.0,3219.788
3710.0,3220.777
3711.0,3221.767
3712.0,3222.756
3713.0,3223.746
3714.0,3224.735
3715.0,3225.725
3716.0,3226.715
3717.0,3227.704
3718.0,3228.694
3719.0,3229.683
3720.0,3230.673
3721.0,3231.663
3722.0,3232.653
3723.0,3233.644
3724.0,3234.634
3725.0,3235.624
3726.0,3236.614
3727.0,3237.604
3728.0,3238.595
3729.0,3239.585
3730.0,3240.575
3731.0,3241.566
3732.0,3242.557
3733.0,3243.547
3734.0,3244.538
3735.0,3245.529
3736.0,3246.52
3737.0,3247.511
3738.0,3248.501
3739.0,3249.492
3740.0,3250.483
3741.0,3251.475
3742.0,3252.466
3743.0,3253.458
3744.0,3254.449
3745.0,3255.441
3746.0,3256.432
3747.0,3257.424
3748.0,3258.415
3749.0,3259.407
3750.0,3260.398
3751.0,3261.39
3752.0,3262.382
3753.0,3263.374
3754.0,3264.366
3755.0,3265.359
3756.0,3266.351
3757.0,3267.343
3758.0,3268.335
3759.0,3269.327
3760.0,3270.319
3761.0,3271.312
3762.0,3272.305
3763.0,3273.298
3764.0,3274.291
3765.0,3275.284
3766.0,3276.276
3767.0,3277.269
3768.0,3278.262
3769.0,3279.255
3770.0,3280.248
3771.0,3281.241
3772.0,3282.234
3773.0,3283.227
3774.0,3284.22
3775.0,3285.213
3776.0,3286.206
3777.0,3287.199
3778.0,3288.192
3779.0,3289.185
3780.0,3290.178
3781.0,3291.171
3782.0,3292.164
3783.0,3293.157
3784.0,3294.15
3785.0,3295.143
3786.0,3296.136
3787.0,3297.129
3788.0,3298.122
3789.0,3299.115
3790.0,3300.108
3791.0,3301.101
3792.0,3302.094
3793.0,3303.087
3794.0,3304.08
3795.0,3305.073
3796.0,3306.066
3797.0,3307.059
3798.0,3308.052
3799.0,3309.045
3800.0,3310.038
3801.0,3311.031
3802.0,3312.024
3803.0,3313.017
3804.0,3314.01
3805.0,3315.003
3806.0,3315.996
3807.0,3316.989
3808.0,3317.982
3809.0,3318.975
3810.0,3319.968
3811.0,3320.961
3812.0,3321.954
3813.0,3322.947
3814.0,3323.94
3815.0,3324.933
3816.0,3325.926
3817.0,3326.919
3818.0,3327.912
3819.0,3328.905
3820.0,3329.898
3821.0,3330.891
3822.0,3331.884
3823.0,3332.877
3824.0,3333.87
3825.0,3334.863
3826.0,3335.856
3827.0,3336.849
3828.0,3337.842
3829.0,3338.835
3830.0,3339.828
3831.0,3340.821
3832.0,3341.814
3833.0,3342.807
3834.0,3343.8
3835.0,3344.793
3836.0,3345.786
3837.0,3346.779
3838.0,3347.772
3839.0,3348.765
3840.0,3349.758
3841.0,3350.751
3842.0,3351.744
3843.0,3352.737
3844.0,3353.73
3845.0,3354.723
3846.0,3355.716
3847.0,3356.709
3848.0,3357.702
3849.0,3358.695
3850.0,3359.688
3851.0,3360.681
3852.0,3361.674
3853.0,3362.667
3854.0,3363.66
3855.0,3364.653
3856.0,3365.646
3857.0,3366.639
3858.0,3367.632
3859.0,3368.625
3860.0,3369.618
3861.0,3370.611
3862.0,3371.604
3863.0,3372.597
3864.0,3373.59
3865.0,3374.583
3866.0,3375.576
3867.0,3376.569
3868.0,3377.562
3869.0,3378.555
3870.0,3379.548
3871.0,3380.541
3872.0,3381.534
3873.0,3382.527
3874.0,3383.52
3875.0,3384.513
3876.0,3385.506
3877.0,3386.499
3878.0,3387.492
3879.0,3388.485
3880.0,3389.478
3881.0,3390.471
3882.0,3391.464
3883.0,3392.457
3884.0,3393.45
3885.0,3394.443
3886.0,3395.436
3887.0,3396.429
3888.0,3397.422
3889.0,3398.415
3890.0,3399.408
3891.0,3400.401
3892.0,3401.394
3893.0,3402.387
3894.0,3403.38
3895.0,3404.373
3896.0,3405.366
3897.0,3406.359
3898.0,3407.352
3899.0,3408.345
3900.0,3409.338
3901.0,3410.331
3902.0,3411.324
3903.0,3412.317
3904.0,3413.31
3905.0,3414.303
3906.0,3415.296
3907.0,3416.289
3908.0,3417.282
3909.0,3418.275
3910.0,3419.268
3911.0,3420.261
3912.0,3421.254
3913.0,3422.247
3914.0,3423.24
3915.0,3424.233
3916.0,3425.226
3917.0,3426.219
3918.0,3427.212
3919.0,3428.205
3920.0,3429.198
3921.0,3430.191
3922.0,3431.184
3923.0,3432.177
3924.0,3433.17
3925.0,3434.163
3926.0,3435.156
3927.0,3436.149
3928.0,3437.142
3929.0,3438.135
3930.0,3439.128
3931.0,3440.121
3932.0,3441.114
3933.0,3442.107
3934.0,3443.1
3935.0,3444.093
3936.0,3445.086
3937.0,3446.079
3938.0,3447.072
3939.0,3448.065
3940.0,3449.058
3941.0,3450.051
3942.0,3451.044
3943.0,3452.037
3944.0,3453.03
3945.0,3454.023
3946.0,3455.016
3947.0,3456.009
3948.0,3457.002
3949.0,3457.995
3950.0,3458.988
3951.0,3459.981
3952.0,3460.974
3953.0,3461.967
3954.0,3462.96
3955.0,3463.953
3956.0,3464.946
3957.0,3465.939
3958.0,3466.932
3959.0,3467.925
3960.0,3468.918
3961.0,3469.911
3962.0,3470.904
3963.0,3471.897
3964.0,3472.89
3965.0,3473.883
3966.0,3474.876
3967.0,3475.869
3968.0,3476.862
3969.0,3477.855
3970.0,3478.848
3971.0,3479.841
3972.0,3480.834
3973.0,3481.827
3974.0,3482.82
3975.0,3483.813
3976.0,3484.806
3977.0,3485.799
3978.0,3486.792
3979.0,3487.785
3980.0,3488.778
3981.0,3489.771
3982.0,3490.764
3983.0,3491.757
3984.0,3492.75
3985.0,3493.743
3986.0,3494.736
3987.0,3495.729
3988.0,3496.722
3989.0,3497.715
3990.0,3498.708
3991.0,3499.701
3992.0,3500.694
3993.0,3501.687
3994.0,3502.68
3995.0,3503.673
3996.0,3504.666
3997.0,3505.659
3998.0,3506.652
3999.0,3507.645
4000.0,3508.638
4001.0,3509.631
4002.0,3510.624
4003.0,3511.617
4004.0,3512.61
4005.0,3513.603
4006.0,3514.596
4007.0,3515.589
4008.0,3516.582
4009.0,3517.575
4010.0,3518.568
4011.0,3519.561
4012.0,3520.554
4013.0,3521.547
4014.0,3522.54
4015.0,3523.533
4016.0,3524.526
4017.0,3525.519
4018.0,3526.512
4019.0,3527.505
4020.0,3528.498
4021.0,3529.491
4022.0,3530.484
4023.0,3531.477
4024.0,3532.47
4025.0,3533.463
4026.0,3534.456
4027.0,3535.449
4028.0,3536.442
4029.0,3537.435
4030.0,3538.428
4031.0,3539.421
4032.0,3540.414
4033.0,3541.407
4034.0,3542.4
4035.0,3543.393
4036.0,3544.386
4037.0,3545.379
4038.0,3546.372
4039.0,3547.365
4040.0,3548.358
4041.0,3549.351
4042.0,3550.344
4043.0,3551.337
4044.0,3552.33
4045.0,3553.323
4046.0,3554.316
4047.0,3555.309
4048.0,3556.302
4049.0,3557.295
4050.0,3558.288
4051.0,3559.281
4052.0,3560.274
4053.0,3561.267
4054.0,3562.26
4055.0,3563.253
4056.0,3564.246
4057.0,3565.239
4058.0,3566.232
4059.0,3567.225
4060.0,3568.218
4061.0,3569.211
4062.0,3570.204
4063.0,3571.197
4064.0,3572.19
4065.0,3573.183
4066.0,3574.176
4067.0,3575.169
4068.0,3576.162
4069.0,3577.155
4070.0,3578.148
4071.0,3579.141
4072.0,3580.134
4073.0,3581.127
4074.0,3582.12
4075.0,3583.113
4076.0,3584.106
4077.0,3585.099
4078.0,3586.092
4079.0,3587.085
4080.0,3588.078
4081.0,3589.071
4082.0,3590.064
4083.0,3591.057
4084.0,3592.05
4085.0,3593.043
4086.0,3594.036
4087.0,3595.029
4088.0,3596.022
4089.0,3597.015
4090.0,3598.008
4091.0,3599.001
4092.0,3599.994
4093.0,3600.987
4094.0,3601.98
4095.0,3602.973
4096.0,3603.966
4097.0,3604.959
4098.0,3605.952
4099.0,3606.945
4100.0,3607.938
4101.0,3608.931
4102.0,3609.924
4103.0,3610.917
4104.0,3611.91
4105.0,3612.903
4106.0,3613.896
4107.0,3614.889
4108.0,3615.882
4109.0,3616.875
4110.0,3617.868
4111.0,3618.861
4112.0,3619.854
4113.0,3620.847
4114.0,3621.84
4115.0,3622.833
4116.0,3623.826
4117.0,3624.819
4118.0,3625.812
4119.0,3626.805
4120.0,3627.798
4121.0,3628.791
4122.0,3629.784
4123.0,3630.777
4124.0,3631.77
4125.0,3632.763
4126.0,3633.756
4127.0,3634.749
4128.0,3635.742
4129.0,3636.735
4130.0,3637.728
4131.0,3638.721
4132.0,3639.714
4133.0,3640.707
4134.0,3641.7
4135.0,3642.693
4136.0,3643.686
4137.0,3644.679
4138.0,3645.672
4139.0,3646.665
4140.0,3647.658
4141.0,3648.651
4142.0,3649.644
4143.0,3650.637
4144.0,3651.63
4145.0,3652.623
4146.0,3653.616
4147.0,3654.609
4148.0,3655.602
4149.0,3656.595
4150.0,3657.588
4151.0,3658.581
4152.0,3659.574
4153.0,3660.567
4154.0,3661.56
4155.0,3662.553
4156.0,3663.546
4157.0,3664.539
4158.0,3665.532
4159.0,3666.525
4160.0,3667.518
4161.0,3668.511
4162.0,3669.504
4163.0,3670.497
4164.0,3671.49
4165.0,3672.483
4166.0,3673.476
4167.0,3674.469
4168.0,3675.462
4169.0,3676.455
4170.0,3677.448
4171.0,3678.441
4172.0,3679.434
4173.0,3680.427
4174.0,3681.42
4175.0,3682.413
4176.0,3683.406
4177.0,3684.399
4178.0,3685.392
4179.0,3686.385
4180.0,3687.378
4181.0,3688.371
4182.0,3689.364
4183.0,3690.357
4184.0,3691.35
4185.0,3692.343
4186.0,3693.336
4187.0,3694.329
4188.0,3695.322
4189.0,3696.315
4190.0,3697.308
4191.0,3698.301
4192.0,3699.294
4193.0,3700.287
4194.0,3701.28
4195.0,3702.273
4196.0,3703.266
4197.0,3704.259
4198.0,3705.252
4199.0,3706.245
4200.0,3707.238
4201.0,3708.231
4202.0,3709.224
4203.0,3710.217
4204.0,3711.21
4205.0,3712.203
4206.0,3713.196
4207.0,3714.189
4208.0,3715.182
4209.0,3716.175
4210.0,3717.168
4211.0,3718.161
4212.0,3719.154
4213.0,3720.147
4214.0,3721.14
4215.0,3722.133
4216.0,3723.126
4217.0,3724.119
4218.0,3725.112
4219.0,3726.105
4220.0,3727.098
4221.0,3728.091
4222.0,3729.084
4223.0,3730.077
4224.0,3731.07
4225.0,3732.063
4226.0,3733.056
4227.0,3734.049
4228.0,3735.042
4229.0,3736.035
4230.0,3737.028
4231.0,3738.021
4232.0,3739.014
4233.0,3740.007
4234.0,3741.0
4235.0,3741.993
4236.0,3742.986
4237.0,3743.979
4238.0,3744.972
4239.0,3745.965
4240.0,3746.958
4241.0,3747.951
4242.0,3748.944
4243.0,3749.937
4244.0,3750.93
4245.0,3751.923
4246.0,3752.916
4247.0,3753.909
4248.0,3754.902
4249.0,3755.895
4250.0,3756.888
4251.0,3757.881
4252.0,3758.874
4253.0,3759.867
4254.0,3760.86
4255.0,3761.853
4256.0,3762.846
4257.0,3763.839
4258.0,3764.832
4259.0,3765.825
4260.0,3766.818
4261.0,3767.811
4262.0,3768.804
4263.0,3769.797
4264.0,3770.79
4265.0,3771.783
4266.0,3772.776
4267.0,3773.769
4268.0,3774.762
4269.0,3775.755
4270.0,3776.748
4271.0,3777.741
4272.0,3778.734
4273.0,3779.727
4274.0,3780.72
4275.0,3781.713
4276.0,3782.706
4277.0,3783.699
4278.0,3784.692
4279.0,3785.685
4280.0,3786.678
4281.0,3787.671
4282.0,3788.664
4283.0,3789.657
4284.0,3790.65
4285.0,3791.643
4286.0,3792.636
4287.0,3793.629
4288.0,3794.622
4289.0,3795.615
4290.0,3796.608
4291.0,3797.601
4292.0,3798.594
4293.0,3799.587
4294.0,3800.58
4295.0,3801.573
4296.0,3802.566
4297.0,3803.559
4298.0,3804.552
4299.0,3805.545
4300.0,3806.538
4301.0,3807.531
4302.0,3808.524
4303.0,3809.517
4304.0,3810.51
4305.0,3811.503
4306.0,3812.496
4307.0,3813.489
4308.0,3814.482
4309.0,3815.475
4310.0,3816.468
4311.0,3817.461
4312.0,3818.454
4313.0,3819.447
4314.0,3820.44
4315.0,3821.433
4316.0,3822.426
4317.0,3823.419
4318.0,3824.412
4319.0,3825.405
4320.0,3826.398
4321.0,3827.391
4322.0,3828.384
4323.0,3829.377
4324.0,3830.37
4325.0,3831.363
4326.0,3832.356
4327.0,3833.349
4328.0,3834.342
4329.0,3835.335
4330.0,3836.328
4331.0,3837.321
4332.0,3838.314
4333.0,3839.307
4334.0,3840.3
4335.0,3841.293
4336.0,3842.286
4337.0,3843.279
4338.0,3844.272
4339.0,3845.265
4340.0,3846.258
4341.0,3847.251
4342.0,3848.244
4343.0,3849.237
4344.0,3850.23
4345.0,3851.223
4346.0,3852.216
4347.0,3853.209
4348.0,3854.202
4349.0,3855.195
4350.0,3856.188
4351.0,3857.181
4352.0,3858.174
4353.0,3859.167
4354.0,3860.16
4355.0,3861.153
4356.0,3862.146
4357.0,3863.139
4358.0,3864.132
4359.0,3865.125
4360.0,3866.118
4361.0,3867.111
4362.0,3868.104
4363.0,3869.097
4364.0,3870.09
4365.0,3871.083
4366.0,3872.076
4367.0,3873.069
4368.0,3874.062
4369.0,3875.055
4370.0,3876.048
4371.0,3877.041
4372.0,3878.034
4373.0,3879.027
4374.0,3880.02
4375.0,3881.013
4376.0,3882.006
4377.0,3882.999
4378.0,3883.992
4379.0,3884.985
4380.0,3885.978
4381.0,3886.971
4382.0,3887.964
4383.0,3888.957
4384.0,3889.95
4385.0,3890.943
4386.0,3891.936
4387.0,3892.929
4388.0,3893.922
4389.0,3894.915
4390.0,3895.908
4391.0,3896.901
4392.0,3897.894
4393.0,3898.887
4394.0,3899.88
4395.0,3900.873
4396.0,3901.866
4397.0,3902.859
4398.0,3903.852
4399.0,3904.845
4400.0,3905.838
4401.0,3906.831
4402.0,3907.824
4403.0,3908.817
4404.0,3909.81
4405.0,3910.803
4406.0,3911.796
4407.0,3912.789
4408.0,3913.782
4409.0,3914.775
4410.0,3915.768
4411.0,3916.761
4412.0,3917.754
4413.0,3918.747
4414.0,3919.74
4415.0,3920.733
4416.0,3921.726
4417.0,3922.719
4418.0,3923.712
4419.0,3924.705
4420.0,3925.698
4421.0,3926.691
4422.0,3927.684
4423.0,3928.677
4424.0,3929.67
4425.0,3930.663
4426.0,3931.656
4427.0,3932.649
4428.0,3933.642
4429.0,3934.635
4430.0,3935.628
4431.0,3936.621
4432.0,3937.614
4433.0,3938.607
4434.0,3939.6
4435.0,3940.593
4436.0,3941.586
4437.0,3942.579
4438.0,3943.572
4439.0,3944.565
4440.0,3945.558
4441.0,3946.551
4442.0,3947.544
4443.0,3948.537
4444.0,3949.53
4445.0,3950.523
