Gauge[mm],Volume[m3]
674.0,1097.012
675.0,1098.673
676.0,1100.334
677.0,1101.995
678.0,1103.656
679.0,1105.317
680.0,1106.978
681.0,1108.64
682.0,1110.302
683.0,1111.964
684.0,1113.626
685.0,1115.288
686.0,1116.95
687.0,1118.612
688.0,1120.274
689.0,1121.936
690.0,1123.598
691.0,1125.261
692.0,1126.924
693.0,1128.587
694.0,1130.25
695.0,1131.913
696.0,1133.576
697.0,1135.239
698.0,1136.902
699.0,1138.565
700.0,1140.228
701.0,1141.892
702.0,1143.556
703.0,1145.22
704.0,1146.884
705.0,1148.549
706.0,1150.213
707.0,1151.877
708.0,1153.541
709.0,1155.205
710.0,1156.869
711.0,1158.534
712.0,1160.199
713.0,1161.864
714.0,1163.529
715.0,1165.194
716.0,1166.858
717.0,1168.523
718.0,1170.188
719.0,1171.853
720.0,1173.518
721.0,1175.184
722.0,1176.85
723.0,1178.516
724.0,1180.182
725.0,1181.848
726.0,1183.514
727.0,1185.18
728.0,1186.846
729.0,1188.512
730.0,1190.178
731.0,1191.845
732.0,1193.512
733.0,1195.179
734.0,1196.846
735.0,1198.513
736.0,1200.18
737.0,1201.847
738.0,1203.514
739.0,1205.181
740.0,1206.848
741.0,1208.516
742.0,1210.184
743.0,1211.852
744.0,1213.52
745.0,1215.188
746.0,1216.856
747.0,1218.524
748.0,1220.192
749.0,1221.86
750.0,1223.528
751.0,1225.197
752.0,1226.866
753.0,1228.535
754.0,1230.204
755.0,1231.873
756.0,1233.541
757.0,1235.21
758.0,1236.879
759.0,1238.548
760.0,1240.217
761.0,1241.887
762.0,1243.557
763.0,1245.227
764.0,1246.897
765.0,1248.567
766.0,1250.237
767.0,1251.907
768.0,1253.577
769.0,1255.247
770.0,1256.917
771.0,1258.588
772.0,1260.259
773.0,1261.93
774.0,1263.601
775.0,1265.272
776.0,1266.942
777.0,1268.613
778.0,1270.284
779.0,1271.955
780.0,1273.626
781.0,1275.298
782.0,1276.97
783.0,1278.642
784.0,1280.314
785.0,1281.986
786.0,1283.657
787.0,1285.329
788.0,1287.001
789.0,1288.673
790.0,1290.345
791.0,1292.018
792.0,1293.691
793.0,1295.364
794.0,1297.037
795.0,1298.71
796.0,1300.382
797.0,1302.055
798.0,1303.728
799.0,1305.401
800.0,1307.074
801.0,1308.748
802.0,1310.422
803.0,1312.096
804.0,1313.77
805.0,1315.444
806.0,1317.117
807.0,1318.791
808.0,1320.465
809.0,1322.139
810.0,1323.813
811.0,1325.488
812.0,1327.163
813.0,1328.838
814.0,1330.513
815.0,1332.188
816.0,1333.862
817.0,1335.537
818.0,1337.212
819.0,1338.887
820.0,1340.562
821.0,1342.238
822.0,1343.914
823.0,1345.59
824.0,1347.266
825.0,1348.942
826.0,1350.617
827.0,1352.293
828.0,1353.969
829.0,1355.645
830.0,1357.321
831.0,1358.998
832.0,1360.675
833.0,1362.351
834.0,1364.028
835.0,1365.705
836.0,1367.382
837.0,1369.059
838.0,1370.735
839.0,1372.412
840.0,1374.089
841.0,1375.767
842.0,1377.445
843.0,1379.123
844.0,1380.801
845.0,1382.479
846.0,1384.156
847.0,1385.834
848.0,1387.512
849.0,1389.19
850.0,1390.868
851.0,1392.547
852.0,1394.226
853.0,1395.904
854.0,1397.583
855.0,1399.262
856.0,1400.941
857.0,1402.62
858.0,1404.298
859.0,1405.977
860.0,1407.656
861.0,1409.336
862.0,1411.016
863.0,1412.695
864.0,1414.375
865.0,1416.055
866.0,1417.735
867.0,1419.415
868.0,1421.094
869.0,1422.774
870.0,1424.454
871.0,1426.135
872.0,1427.816
873.0,1429.496
874.0,1431.177
875.0,1432.858
876.0,1434.539
877.0,1436.22
878.0,1437.9
879.0,1439.581
880.0,1441.262
881.0,1442.944
882.0,1444.626
883.0,1446.307
884.0,1447.989
885.0,1449.671
886.0,1451.353
887.0,1453.035
888.0,1454.716
889.0,1456.398
890.0,1458.08
891.0,1459.763
892.0,1461.446
893.0,1463.128
894.0,1464.811
895.0,1466.494
896.0,1468.177
897.0,1469.86
898.0,1471.542
899.0,1473.225
900.0,1474.908
901.0,1476.592
902.0,1478.276
903.0,1479.959
904.0,1481.643
905.0,1483.327
906.0,1485.011
907.0,1486.695
908.0,1488.378
909.0,1490.062
910.0,1491.746
911.0,1493.431
912.0,1495.115
913.0,1496.8
914.0,1498.485
915.0,1500.17
916.0,1501.854
917.0,1503.539
918.0,1505.224
919.0,1506.908
920.0,1508.593
921.0,1510.279
922.0,1511.965
923.0,1513.65
924.0,1515.336
925.0,1517.022
926.0,1518.708
927.0,1520.394
928.0,1522.079
929.0,1523.765
930.0,1525.451
931.0,1527.138
932.0,1528.824
933.0,1530.511
934.0,1532.198
935.0,1533.885
936.0,1535.571
937.0,1537.258
938.0,1538.945
939.0,1540.631
940.0,1542.318
941.0,1544.006
942.0,1545.694
943.0,1547.381
944.0,1549.069
945.0,1550.757
946.0,1552.445
947.0,1554.133
948.0,1555.82
949.0,1557.508
950.0,1559.196
951.0,1560.885
952.0,1562.573
953.0,1564.262
954.0,1565.951
955.0,1567.64
956.0,1569.328
957.0,1571.017
958.0,1572.706
959.0,1574.394
960.0,1576.083
961.0,1577.773
962.0,1579.463
963.0,1581.152
964.0,1582.842
965.0,1584.532
966.0,1586.222
967.0,1587.912
968.0,1589.601
969.0,1591.291
970.0,1592.981
971.0,1594.672
972.0,1596.363
973.0,1598.054
974.0,1599.745
975.0,1601.436
976.0,1603.127
977.0,1604.818
978.0,1606.509
979.0,1608.2
980.0,1609.891
981.0,1611.583
982.0,1613.275
983.0,1614.966
984.0,1616.658
985.0,1618.35
986.0,1620.042
987.0,1621.734
988.0,1623.425
989.0,1625.117
990.0,1626.809
991.0,1628.502
992.0,1630.195
993.0,1631.888
994.0,1633.581
995.0,1635.274
996.0,1636.966
997.0,1638.659
998.0,1640.352
999.0,1642.045
1000.0,1643.738
1001.0,1645.432
1002.0,1647.126
1003.0,1648.82
1004.0,1650.514
1005.0,1652.208
1006.0,1653.901
1007.0,1655.595
1008.0,1657.289
1009.0,1658.983
1010.0,1660.677
1011.0,1662.372
1012.0,1664.067
1013.0,1665.761
1014.0,1667.456
1015.0,1669.151
1016.0,1670.846
1017.0,1672.541
1018.0,1674.235
1019.0,1675.93
1020.0,1677.625
1021.0,1679.321
1022.0,1681.017
1023.0,1682.712
1024.0,1684.408
1025.0,1686.104
1026.0,1687.8
1027.0,1689.496
1028.0,1691.191
1029.0,1692.887
1030.0,1694.583
1031.0,1696.28
1032.0,1697.977
1033.0,1699.673
1034.0,1701.37
1035.0,1703.067
1036.0,1704.764
1037.0,1706.461
1038.0,1708.157
1039.0,1709.854
1040.0,1711.551
1041.0,1713.249
1042.0,1714.947
1043.0,1716.644
1044.0,1718.342
1045.0,1720.04
1046.0,1721.738
1047.0,1723.436
1048.0,1725.133
1049.0,1726.831
1050.0,1728.529
1051.0,1730.228
1052.0,1731.927
1053.0,1733.625
1054.0,1735.324
1055.0,1737.023
1056.0,1738.722
1057.0,1740.421
1058.0,1742.119
1059.0,1743.818
1060.0,1745.517
1061.0,1747.217
1062.0,1748.917
1063.0,1750.616
1064.0,1752.316
1065.0,1754.016
1066.0,1755.716
1067.0,1757.416
1068.0,1759.115
1069.0,1760.815
1070.0,1762.515
1071.0,1764.216
1072.0,1765.916
1073.0,1767.617
1074.0,1769.318
1075.0,1771.019
1076.0,1772.719
1077.0,1774.42
1078.0,1776.121
1079.0,1777.821
1080.0,1779.522
1081.0,1781.224
1082.0,1782.926
1083.0,1784.627
1084.0,1786.329
1085.0,1788.031
1086.0,1789.733
1087.0,1791.435
1088.0,1793.136
1089.0,1794.838
1090.0,1796.54
1091.0,1798.243
1092.0,1799.945
1093.0,1801.648
1094.0,1803.351
1095.0,1805.054
1096.0,1806.756
1097.0,1808.459
1098.0,1810.162
1099.0,1811.864
1100.0,1813.567
1101.0,1815.271
1102.0,1816.974
1103.0,1818.678
1104.0,1820.382
1105.0,1822.086
1106.0,1823.789
1107.0,1825.493
1108.0,1827.197
1109.0,1828.9
1110.0,1830.604
1111.0,1832.309
1112.0,1834.013
1113.0,1835.718
1114.0,1837.423
1115.0,1839.128
1116.0,1840.832
1117.0,1842.537
1118.0,1844.242
1119.0,1845.946
1120.0,1847.651
1121.0,1849.357
1122.0,1851.063
1123.0,1852.768
1124.0,1854.474
1125.0,1856.18
1126.0,1857.886
1127.0,1859.592
1128.0,1861.297
1129.0,1863.003
1130.0,1864.709
1131.0,1866.416
1132.0,1868.122
1133.0,1869.829
1134.0,1871.535
1135.0,1873.242
1136.0,1874.949
1137.0,1876.655
1138.0,1878.362
1139.0,1880.068
1140.0,1881.775
1141.0,1883.483
1142.0,1885.19
1143.0,1886.898
1144.0,1888.606
1145.0,1890.314
1146.0,1892.021
1147.0,1893.729
1148.0,1895.437
1149.0,1897.144
1150.0,1898.852
1151.0,1900.561
1152.0,1902.269
1153.0,1903.978
1154.0,1905.686
1155.0,1907.395
1156.0,1909.104
1157.0,1910.812
1158.0,1912.521
1159.0,1914.229
1160.0,1915.938
1161.0,1917.648
1162.0,1919.357
1163.0,1921.067
1164.0,1922.777
1165.0,1924.487
1166.0,1926.196
1167.0,1927.906
1168.0,1929.616
1169.0,1931.325
1170.0,1933.035
1171.0,1934.746
1172.0,1936.456
1173.0,1938.167
1174.0,1939.878
1175.0,1941.589
1176.0,1943.299
1177.0,1945.01
1178.0,1946.721
1179.0,1948.431
1180.0,1950.142
1181.0,1951.854
1182.0,1953.565
1183.0,1955.277
1184.0,1956.988
1185.0,1958.7
1186.0,1960.412
1187.0,1962.123
1188.0,1963.835
1189.0,1965.546
1190.0,1967.258
1191.0,1968.971
1192.0,1970.683
1193.0,1972.396
1194.0,1974.108
1195.0,1975.821
1196.0,1977.534
1197.0,1979.246
1198.0,1980.959
1199.0,1982.671
1200.0,1984.384
1201.0,1986.098
1202.0,1987.811
1203.0,1989.525
1204.0,1991.238
1205.0,1992.952
1206.0,1994.666
1207.0,1996.379
1208.0,1998.093
1209.0,1999.806
1210.0,2001.52
1211.0,2003.235
1212.0,2004.949
1213.0,2006.664
1214.0,2008.378
1215.0,2010.093
1216.0,2011.808
1217.0,2013.522
1218.0,2015.237
1219.0,2016.951
1220.0,2018.666
1221.0,2020.382
1222.0,2022.097
1223.0,2023.813
1224.0,2025.528
1225.0,2027.244
1226.0,2028.96
1227.0,2030.675
1228.0,2032.391
1229.0,2034.106
1230.0,2035.822
1231.0,2037.539
1232.0,2039.255
1233.0,2040.972
1234.0,2042.688
1235.0,2044.405
1236.0,2046.121
1237.0,2047.838
1238.0,2049.554
1239.0,2051.271
1240.0,2052.987
1241.0,2054.705
1242.0,2056.422
1243.0,2058.14
1244.0,2059.857
1245.0,2061.575
1246.0,2063.293
1247.0,2065.01
1248.0,2066.728
1249.0,2068.445
1250.0,2070.163
1251.0,2071.882
1252.0,2073.6
1253.0,2075.319
1254.0,2077.037
1255.0,2078.756
1256.0,2080.474
1257.0,2082.193
1258.0,2083.911
1259.0,2085.63
1260.0,2087.348
1261.0,2089.068
1262.0,2090.787
1263.0,2092.507
1264.0,2094.226
1265.0,2095.946
1266.0,2097.666
1267.0,2099.385
1268.0,2101.105
1269.0,2102.824
1270.0,2104.544
1271.0,2106.264
1272.0,2107.985
1273.0,2109.705
1274.0,2111.426
1275.0,2113.146
1276.0,2114.866
1277.0,2116.587
1278.0,2118.307
1279.0,2120.028
1280.0,2121.748
1281.0,2123.47
1282.0,2125.191
1283.0,2126.913
1284.0,2128.634
1285.0,2130.356
1286.0,2132.078
1287.0,2133.799
1288.0,2135.521
1289.0,2137.242
1290.0,2138.964
1291.0,2140.687
1292.0,2142.409
1293.0,2144.132
1294.0,2145.854
1295.0,2147.577
1296.0,2149.299
1297.0,2151.022
1298.0,2152.744
1299.0,2154.467
1300.0,2156.189
1301.0,2157.912
1302.0,2159.636
1303.0,2161.359
1304.0,2163.083
1305.0,2164.806
1306.0,2166.529
1307.0,2168.253
1308.0,2169.976
1309.0,2171.7
1310.0,2173.423
1311.0,2175.148
1312.0,2176.872
1313.0,2178.597
1314.0,2180.321
1315.0,2182.046
1316.0,2183.77
1317.0,2185.495
1318.0,2187.219
1319.0,2188.944
1320.0,2190.668
1321.0,2192.394
1322.0,2194.119
1323.0,2195.845
1324.0,2197.57
1325.0,2199.296
1326.0,2201.021
1327.0,2202.747
1328.0,2204.472
1329.0,2206.198
1330.0,2207.923
1331.0,2209.649
1332.0,2211.376
1333.0,2213.102
1334.0,2214.829
1335.0,2216.555
1336.0,2218.281
1337.0,2220.008
1338.0,2221.734
1339.0,2223.461
1340.0,2225.187
1341.0,2226.915
1342.0,2228.642
1343.0,2230.37
1344.0,2232.097
1345.0,2233.825
1346.0,2235.552
1347.0,2237.28
1348.0,2239.007
1349.0,2240.735
1350.0,2242.462
1351.0,2244.19
1352.0,2245.919
1353.0,2247.647
1354.0,2249.376
1355.0,2251.104
1356.0,2252.832
1357.0,2254.561
1358.0,2256.289
1359.0,2258.018
1360.0,2259.746
1361.0,2261.475
1362.0,2263.205
1363.0,2264.934
1364.0,2266.664
1365.0,2268.393
1366.0,2270.122
1367.0,2271.852
1368.0,2273.581
1369.0,2275.311
1370.0,2277.04
1371.0,2278.77
1372.0,2280.501
1373.0,2282.231
1374.0,2283.962
1375.0,2285.692
1376.0,2287.422
1377.0,2289.153
1378.0,2290.883
1379.0,2292.614
1380.0,2294.344
1381.0,2296.075
1382.0,2297.807
1383.0,2299.538
1384.0,2301.27
1385.0,2303.001
1386.0,2304.732
1387.0,2306.464
1388.0,2308.195
1389.0,2309.927
1390.0,2311.658
1391.0,2313.39
1392.0,2315.123
1393.0,2316.855
1394.0,2318.588
1395.0,2320.32
1396.0,2322.052
1397.0,2323.785
1398.0,2325.517
1399.0,2327.25
1400.0,2328.982
1401.0,2330.715
1402.0,2332.449
1403.0,2334.182
1404.0,2335.915
1405.0,2337.649
1406.0,2339.382
1407.0,2341.115
1408.0,2342.848
1409.0,2344.582
1410.0,2346.315
1411.0,2348.049
1412.0,2349.784
1413.0,2351.518
1414.0,2353.253
1415.0,2354.987
1416.0,2356.721
1417.0,2358.456
1418.0,2360.19
1419.0,2361.925
1420.0,2363.659
1421.0,2365.394
1422.0,2367.13
1423.0,2368.865
1424.0,2370.6
1425.0,2372.336
1426.0,2374.071
1427.0,2375.806
1428.0,2377.541
1429.0,2379.277
1430.0,2381.012
1431.0,2382.748
1432.0,2384.485
1433.0,2386.221
1434.0,2387.958
1435.0,2389.694
1436.0,2391.43
1437.0,2393.167
1438.0,2394.903
1439.0,2396.64
1440.0,2398.376
1441.0,2400.113
1442.0,2401.851
1443.0,2403.588
1444.0,2405.325
1445.0,2407.063
1446.0,2408.8
1447.0,2410.537
1448.0,2412.274
1449.0,2414.012
1450.0,2415.749
1451.0,2417.487
1452.0,2419.226
1453.0,2420.964
1454.0,2422.702
1455.0,2424.441
1456.0,2426.179
1457.0,2427.917
1458.0,2429.655
1459.0,2431.394
1460.0,2433.132
1461.0,2434.871
1462.0,2436.611
1463.0,2438.35
1464.0,2440.089
1465.0,2441.829
1466.0,2443.568
1467.0,2445.307
1468.0,2447.046
1469.0,2448.786
1470.0,2450.525
1471.0,2452.265
1472.0,2454.005
1473.0,2455.746
1474.0,2457.486
1475.0,2459.226
1476.0,2460.966
1477.0,2462.706
1478.0,2464.447
1479.0,2466.187
1480.0,2467.927
1481.0,2469.668
1482.0,2471.41
1483.0,2473.151
1484.0,2474.892
1485.0,2476.634
1486.0,2478.375
1487.0,2480.116
1488.0,2481.857
1489.0,2483.599
1490.0,2485.34
1491.0,2487.082
1492.0,2488.825
1493.0,2490.567
1494.0,2492.309
1495.0,2494.052
1496.0,2495.794
1497.0,2497.536
1498.0,2499.278
1499.0,2501.021
1500.0,2502.763
1501.0,2504.506
1502.0,2506.249
1503.0,2507.993
1504.0,2509.736
1505.0,2511.479
1506.0,2513.222
1507.0,2514.965
1508.0,2516.709
1509.0,2518.452
1510.0,2520.195
1511.0,2521.939
1512.0,2523.684
1513.0,2525.428
1514.0,2527.172
1515.0,2528.917
1516.0,2530.661
1517.0,2532.405
1518.0,2534.149
1519.0,2535.894
1520.0,2537.638
1521.0,2539.383
1522.0,2541.128
1523.0,2542.874
1524.0,2544.619
1525.0,2546.364
1526.0,2548.109
1527.0,2549.854
1528.0,2551.6
1529.0,2553.345
1530.0,2555.09
1531.0,2556.836
1532.0,2558.582
1533.0,2560.329
1534.0,2562.075
1535.0,2563.821
1536.0,2565.567
1537.0,2567.313
1538.0,2569.06
1539.0,2570.806
1540.0,2572.552
1541.0,2574.299
1542.0,2576.046
1543.0,2577.794
1544.0,2579.541
1545.0,2581.288
1546.0,2583.035
1547.0,2584.782
1548.0,2586.53
1549.0,2588.277
1550.0,2590.024
1551.0,2591.772
1552.0,2593.52
1553.0,2595.269
1554.0,2597.017
1555.0,2598.765
1556.0,2600.513
1557.0,2602.261
