Gauge[mm],Volume[m3]
3256.0,5716.051
3257.0,5717.968
3258.0,5719.885
3259.0,5721.802
3260.0,5723.719
3261.0,5725.637
3262.0,5727.555
3263.0,5729.473
3264.0,5731.391
3265.0,5733.309
3266.0,5735.227
3267.0,5737.145
3268.0,5739.063
3269.0,5740.981
3270.0,5742.899
3271.0,5744.818
3272.0,5746.737
3273.0,5748.655
3274.0,5750.574
3275.0,5752.493
3276.0,5754.412
3277.0,5756.331
3278.0,5758.249
3279.0,5760.168
3280.0,5762.087
3281.0,5764.007
3282.0,5765.927
3283.0,5767.847
3284.0,5769.767
3285.0,5771.687
3286.0,5773.606
3287.0,5775.526
3288.0,5777.446
3289.0,5779.366
3290.0,5781.286
3291.0,5783.207
3292.0,5785.128
3293.0,5787.049
3294.0,5788.97
3295.0,5790.891
3296.0,5792.812
3297.0,5794.733
3298.0,5796.654
3299.0,5798.575
3300.0,5800.496
3301.0,5802.418
3302.0,5804.34
3303.0,5806.261
3304.0,5808.183
3305.0,5810.105
3306.0,5812.027
3307.0,5813.949
3308.0,5815.87
3309.0,5817.792
3310.0,5819.714
3311.0,5821.637
3312.0,5823.56
3313.0,5825.483
3314.0,5827.406
3315.0,5829.329
3316.0,5831.251
3317.0,5833.174
3318.0,5835.097
3319.0,5837.02
3320.0,5838.943
3321.0,5840.867
3322.0,5842.791
3323.0,5844.714
3324.0,5846.638
3325.0,5848.562
3326.0,5850.486
3327.0,5852.41
3328.0,5854.333
3329.0,5856.257
3330.0,5858.181
3331.0,5860.106
3332.0,5862.031
3333.0,5863.956
3334.0,5865.881
3335.0,5867.806
3336.0,5869.73
3337.0,5871.655
3338.0,5873.58
3339.0,5875.505
3340.0,5877.43
3341.0,5879.356
3342.0,5881.282
3343.0,5883.208
3344.0,5885.134
3345.0,5887.06
3346.0,5888.985
3347.0,5890.911
3348.0,5892.837
3349.0,5894.763
3350.0,5896.689
3351.0,5898.616
3352.0,5900.542
3353.0,5902.469
3354.0,5904.396
3355.0,5906.323
3356.0,5908.249
3357.0,5910.176
3358.0,5912.103
3359.0,5914.029
3360.0,5915.956
3361.0,5917.884
3362.0,5919.812
3363.0,5921.74
3364.0,5923.668
3365.0,5925.596
3366.0,5927.523
3367.0,5929.451
3368.0,5931.379
3369.0,5933.307
3370.0,5935.235
3371.0,5937.164
3372.0,5939.092
3373.0,5941.021
3374.0,5942.95
3375.0,5944.879
3376.0,5946.807
3377.0,5948.736
3378.0,5950.665
3379.0,5952.593
3380.0,5954.522
3381.0,5956.452
3382.0,5958.382
3383.0,5960.311
3384.0,5962.241
3385.0,5964.171
3386.0,5966.101
3387.0,5968.031
3388.0,5969.96
3389.0,5971.89
3390.0,5973.82
3391.0,5975.751
3392.0,5977.682
3393.0,5979.613
3394.0,5981.544
3395.0,5983.475
3396.0,5985.405
3397.0,5987.336
3398.0,5989.267
3399.0,5991.198
3400.0,5993.129
3401.0,5995.061
3402.0,5996.992
3403.0,5998.924
3404.0,6000.855
3405.0,6002.787
3406.0,6004.719
3407.0,6006.65
3408.0,6008.582
3409.0,6010.513
3410.0,6012.445
3411.0,6014.378
3412.0,6016.311
3413.0,6018.243
3414.0,6020.176
3415.0,6022.109
3416.0,6024.042
3417.0,6025.975
3418.0,6027.907
3419.0,6029.84
3420.0,6031.773
3421.0,6033.707
3422.0,6035.64
3423.0,6037.574
3424.0,6039.508
3425.0,6041.442
3426.0,6043.375
3427.0,6045.309
3428.0,6047.243
3429.0,6049.176
3430.0,6051.11
3431.0,6053.045
3432.0,6054.98
3433.0,6056.914
3434.0,6058.849
3435.0,6060.784
3436.0,6062.719
3437.0,6064.654
3438.0,6066.588
3439.0,6068.523
3440.0,6070.458
3441.0,6072.394
3442.0,6074.329
3443.0,6076.265
3444.0,6078.2
3445.0,6080.136
3446.0,6082.072
3447.0,6084.007
3448.0,6085.943
3449.0,6087.878
3450.0,6089.814
3451.0,6091.751
3452.0,6093.687
3453.0,6095.624
3454.0,6097.561
3455.0,6099.498
3456.0,6101.434
3457.0,6103.371
3458.0,6105.308
3459.0,6107.244
3460.0,6109.181
3461.0,6111.119
3462.0,6113.057
3463.0,6114.994
3464.0,6116.932
3465.0,6118.87
3466.0,6120.808
3467.0,6122.746
3468.0,6124.683
3469.0,6126.621
3470.0,6128.559
3471.0,6130.498
3472.0,6132.436
3473.0,6134.375
3474.0,6136.313
3475.0,6138.252
3476.0,6140.191
3477.0,6142.129
3478.0,6144.068
3479.0,6146.006
3480.0,6147.945
3481.0,6149.885
3482.0,6151.824
3483.0,6153.764
3484.0,6155.704
3485.0,6157.644
3486.0,6159.583
3487.0,6161.523
3488.0,6163.463
3489.0,6165.402
3490.0,6167.342
3491.0,6169.283
3492.0,6171.223
3493.0,6173.164
3494.0,6175.104
3495.0,6177.045
3496.0,6178.986
3497.0,6180.926
3498.0,6182.867
3499.0,6184.807
3500.0,6186.748
3501.0,6188.69
3502.0,6190.631
3503.0,6192.573
3504.0,6194.515
3505.0,6196.457
3506.0,6198.398
3507.0,6200.34
3508.0,6202.282
3509.0,6204.223
3510.0,6206.165
3511.0,6208.108
3512.0,6210.05
3513.0,6211.993
3514.0,6213.936
3515.0,6215.879
3516.0,6217.821
3517.0,6219.764
3518.0,6221.707
3519.0,6223.649
3520.0,6225.592
3521.0,6227.536
3522.0,6229.479
3523.0,6231.423
3524.0,6233.366
3525.0,6235.31
3526.0,6237.253
3527.0,6239.197
3528.0,6241.14
3529.0,6243.084
3530.0,6245.027
3531.0,6246.972
3532.0,6248.916
3533.0,6250.861
3534.0,6252.806
3535.0,6254.751
3536.0,6256.695
3537.0,6258.64
3538.0,6260.585
3539.0,6262.529
3540.0,6264.474
3541.0,6266.419
3542.0,6268.365
3543.0,6270.31
3544.0,6272.256
3545.0,6274.201
3546.0,6276.146
3547.0,6278.092
3548.0,6280.037
3549.0,6281.983
3550.0,6283.928
3551.0,6285.875
3552.0,6287.821
3553.0,6289.768
3554.0,6291.715
3555.0,6293.662
3556.0,6295.608
3557.0,6297.555
3558.0,6299.502
3559.0,6301.448
3560.0,6303.395
3561.0,6305.343
3562.0,6307.29
3563.0,6309.238
3564.0,6311.185
3565.0,6313.133
3566.0,6315.081
3567.0,6317.028
3568.0,6318.976
3569.0,6320.923
3570.0,6322.871
3571.0,6324.82
3572.0,6326.768
3573.0,6328.717
3574.0,6330.665
3575.0,6332.614
3576.0,6334.562
3577.0,6336.511
3578.0,6338.459
3579.0,6340.408
3580.0,6342.356
3581.0,6344.306
3582.0,6346.255
3583.0,6348.205
3584.0,6350.154
3585.0,6352.104
3586.0,6354.054
3587.0,6356.003
3588.0,6357.953
3589.0,6359.902
3590.0,6361.852
3591.0,6363.802
3592.0,6365.753
3593.0,6367.703
3594.0,6369.654
3595.0,6371.604
3596.0,6373.554
3597.0,6375.505
3598.0,6377.455
3599.0,6379.406
3600.0,6381.356
3601.0,6383.308
3602.0,6385.259
3603.0,6387.211
3604.0,6389.162
3605.0,6391.114
3606.0,6393.066
3607.0,6395.017
3608.0,6396.969
3609.0,6398.92
3610.0,6400.872
3611.0,6402.825
3612.0,6404.777
3613.0,6406.73
3614.0,6408.682
3615.0,6410.635
3616.0,6412.588
3617.0,6414.54
3618.0,6416.493
3619.0,6418.445
3620.0,6420.398
3621.0,6422.351
3622.0,6424.305
3623.0,6426.258
3624.0,6428.212
3625.0,6430.165
3626.0,6432.118
3627.0,6434.072
3628.0,6436.025
3629.0,6437.979
3630.0,6439.932
3631.0,6441.887
3632.0,6443.841
3633.0,6445.796
3634.0,6447.75
3635.0,6449.705
3636.0,6451.66
3637.0,6453.614
3638.0,6455.569
3639.0,6457.523
3640.0,6459.478
3641.0,6461.433
3642.0,6463.389
3643.0,6465.344
3644.0,6467.299
3645.0,6469.255
3646.0,6471.21
3647.0,6473.165
3648.0,6475.12
3649.0,6477.076
3650.0,6479.031
3651.0,6480.988
3652.0,6482.944
3653.0,6484.901
3654.0,6486.857
3655.0,6488.814
3656.0,6490.771
3657.0,6492.727
3658.0,6494.684
3659.0,6496.64
3660.0,6498.597
3661.0,6500.554
3662.0,6502.512
3663.0,6504.469
3664.0,6506.426
3665.0,6508.384
3666.0,6510.341
3667.0,6512.298
3668.0,6514.255
3669.0,6516.213
3670.0,6518.17
3671.0,6520.129
3672.0,6522.087
3673.0,6524.046
3674.0,6526.004
3675.0,6527.963
3676.0,6529.921
3677.0,6531.88
3678.0,6533.838
3679.0,6535.797
3680.0,6537.755
3681.0,6539.715
3682.0,6541.674
3683.0,6543.634
3684.0,6545.593
3685.0,6547.553
3686.0,6549.512
3687.0,6551.472
3688.0,6553.431
3689.0,6555.391
3690.0,6557.35
3691.0,6559.31
3692.0,6561.271
3693.0,6563.231
3694.0,6565.191
3695.0,6567.152
3696.0,6569.112
3697.0,6571.072
3698.0,6573.032
3699.0,6574.993
3700.0,6576.953
3701.0,6578.915
3702.0,6580.876
3703.0,6582.838
3704.0,6584.799
3705.0,6586.761
3706.0,6588.722
3707.0,6590.684
3708.0,6592.645
3709.0,6594.607
3710.0,6596.568
3711.0,6598.53
3712.0,6600.493
3713.0,6602.455
3714.0,6604.417
3715.0,6606.38
3716.0,6608.342
3717.0,6610.304
3718.0,6612.266
3719.0,6614.229
3720.0,6616.191
3721.0,6618.154
3722.0,6620.118
3723.0,6622.081
3724.0,6624.045
3725.0,6626.008
3726.0,6627.971
3727.0,6629.935
3728.0,6631.898
3729.0,6633.862
3730.0,6635.825
3731.0,6637.79
3732.0,6639.754
3733.0,6641.719
3734.0,6643.683
3735.0,6645.648
3736.0,6647.612
3737.0,6649.577
3738.0,6651.541
3739.0,6653.506
3740.0,6655.47
3741.0,6657.435
3742.0,6659.4
3743.0,6661.366
3744.0,6663.331
3745.0,6665.296
3746.0,6667.261
3747.0,6669.226
3748.0,6671.192
3749.0,6673.157
3750.0,6675.122
3751.0,6677.088
3752.0,6679.055
3753.0,6681.021
3754.0,6682.988
3755.0,6684.954
3756.0,6686.92
3757.0,6688.887
3758.0,6690.853
3759.0,6692.82
3760.0,6694.786
3761.0,6696.753
3762.0,6698.721
3763.0,6700.688
3764.0,6702.655
3765.0,6704.623
3766.0,6706.59
3767.0,6708.557
3768.0,6710.524
3769.0,6712.492
3770.0,6714.459
3771.0,6716.427
3772.0,6718.395
3773.0,6720.364
3774.0,6722.332
3775.0,6724.3
3776.0,6726.268
3777.0,6728.236
3778.0,6730.205
3779.0,6732.173
3780.0,6734.141
3781.0,6736.109
3782.0,6738.077
3783.0,6740.046
3784.0,6742.014
3785.0,6743.982
3786.0,6745.95
3787.0,6747.918
3788.0,6749.887
3789.0,6751.855
3790.0,6753.823
3791.0,6755.791
3792.0,6757.759
3793.0,6759.728
3794.0,6761.696
3795.0,6763.664
3796.0,6765.632
3797.0,6767.6
3798.0,6769.569
3799.0,6771.537
3800.0,6773.505
3801.0,6775.473
3802.0,6777.441
3803.0,6779.41
3804.0,6781.378
3805.0,6783.346
3806.0,6785.314
3807.0,6787.282
3808.0,6789.251
3809.0,6791.219
3810.0,6793.187
3811.0,6795.155
3812.0,6797.124
3813.0,6799.092
3814.0,6801.06
3815.0,6803.029
3816.0,6804.997
3817.0,6806.965
3818.0,6808.933
3819.0,6810.902
3820.0,6812.87
3821.0,6814.838
3822.0,6816.806
3823.0,6818.775
3824.0,6820.743
3825.0,6822.711
3826.0,6824.679
3827.0,6826.647
3828.0,6828.616
3829.0,6830.584
3830.0,6832.552
3831.0,6834.52
3832.0,6836.488
3833.0,6838.457
3834.0,6840.425
3835.0,6842.393
3836.0,6844.361
3837.0,6846.329
3838.0,6848.298
3839.0,6850.266
3840.0,6852.234
3841.0,6854.202
3842.0,6856.17
3843.0,6858.139
3844.0,6860.107
3845.0,6862.075
3846.0,6864.043
3847.0,6866.011
3848.0,6867.98
3849.0,6869.948
3850.0,6871.916
3851.0,6873.884
3852.0,6875.853
3853.0,6877.821
3854.0,6879.789
3855.0,6881.758
3856.0,6883.726
3857.0,6885.694
3858.0,6887.662
3859.0,6889.631
3860.0,6891.599
3861.0,6893.567
3862.0,6895.535
3863.0,6897.504
3864.0,6899.472
3865.0,6901.44
3866.0,6903.408
3867.0,6905.376
3868.0,6907.345
3869.0,6909.313
3870.0,6911.281
3871.0,6913.249
3872.0,6915.217
3873.0,6917.186
3874.0,6919.154
3875.0,6921.122
3876.0,6923.09
3877.0,6925.058
3878.0,6927.027
3879.0,6928.995
3880.0,6930.963
3881.0,6932.931
3882.0,6934.899
3883.0,6936.868
3884.0,6938.836
3885.0,6940.804
3886.0,6942.772
3887.0,6944.74
3888.0,6946.709
3889.0,6948.677
3890.0,6950.645
3891.0,6952.613
3892.0,6954.582
3893.0,6956.55
3894.0,6958.518
3895.0,6960.487
3896.0,6962.455
3897.0,6964.423
3898.0,6966.391
3899.0,6968.36
3900.0,6970.328
3901.0,6972.296
3902.0,6974.264
3903.0,6976.233
3904.0,6978.201
3905.0,6980.169
3906.0,6982.137
3907.0,6984.105
3908.0,6986.074
3909.0,6988.042
3910.0,6990.01
3911.0,6991.978
3912.0,6993.946
3913.0,6995.915
3914.0,6997.883
3915.0,6999.851
3916.0,7001.819
3917.0,7003.787
3918.0,7005.756
3919.0,7007.724
3920.0,7009.692
3921.0,7011.66
3922.0,7013.628
3923.0,7015.597
3924.0,7017.565
3925.0,7019.533
3926.0,7021.501
3927.0,7023.469
3928.0,7025.438
3929.0,7027.406
3930.0,7029.374
3931.0,7031.342
3932.0,7033.31
3933.0,7035.279
3934.0,7037.247
3935.0,7039.215
3936.0,7041.183
3937.0,7043.151
3938.0,7045.12
3939.0,7047.088
3940.0,7049.056
3941.0,7051.024
3942.0,7052.993
3943.0,7054.961
3944.0,7056.929
3945.0,7058.898
3946.0,7060.866
3947.0,7062.834
3948.0,7064.802
3949.0,7066.771
3950.0,7068.739
3951.0,7070.707
3952.0,7072.675
3953.0,7074.644
3954.0,7076.612
3955.0,7078.58
3956.0,7080.548
3957.0,7082.516
3958.0,7084.485
3959.0,7086.453
3960.0,7088.421
3961.0,7090.389
3962.0,7092.357
3963.0,7094.326
3964.0,7096.294
3965.0,7098.262
3966.0,7100.23
3967.0,7102.198
3968.0,7104.167
3969.0,7106.135
3970.0,7108.103
3971.0,7110.071
3972.0,7112.039
3973.0,7114.008
3974.0,7115.976
3975.0,7117.944
3976.0,7119.912
3977.0,7121.88
3978.0,7123.849
3979.0,7125.817
3980.0,7127.785
3981.0,7129.753
3982.0,7131.722
3983.0,7133.69
3984.0,7135.658
3985.0,7137.627
3986.0,7139.595
3987.0,7141.563
3988.0,7143.531
3989.0,7145.5
3990.0,7147.468
3991.0,7149.436
3992.0,7151.404
3993.0,7153.373
3994.0,7155.341
3995.0,7157.309
3996.0,7159.277
3997.0,7161.245
3998.0,7163.214
3999.0,7165.182
4000.0,7167.15
4001.0,7169.118
4002.0,7171.086
4003.0,7173.055
4004.0,7175.023
4005.0,7176.991
4006.0,7178.959
4007.0,7180.927
4008.0,7182.896
4009.0,7184.864
4010.0,7186.832
4011.0,7188.8
4012.0,7190.768
4013.0,7192.737
4014.0,7194.705
4015.0,7196.673
4016.0,7198.641
4017.0,7200.609
4018.0,7202.578
4019.0,7204.546
4020.0,7206.514
4021.0,7208.482
4022.0,7210.451
4023.0,7212.419
4024.0,7214.387
4025.0,7216.356
4026.0,7218.324
4027.0,7220.292
4028.0,7222.26
4029.0,7224.229
4030.0,7226.197
4031.0,7228.165
4032.0,7230.133
4033.0,7232.102
4034.0,7234.07
4035.0,7236.038
4036.0,7238.006
4037.0,7239.974
4038.0,7241.943
4039.0,7243.911
4040.0,7245.879
4041.0,7247.847
4042.0,7249.815
4043.0,7251.784
4044.0,7253.752
4045.0,7255.72
4046.0,7257.688
4047.0,7259.656
4048.0,7261.625
4049.0,7263.593
4050.0,7265.561
4051.0,7267.529
4052.0,7269.497
4053.0,7271.466
4054.0,7273.434
4055.0,7275.402
4056.0,7277.37
4057.0,7279.338
4058.0,7281.307
4059.0,7283.275
4060.0,7285.243
4061.0,7287.211
4062.0,7289.18
4063.0,7291.148
4064.0,7293.116
4065.0,7295.085
4066.0,7297.053
4067.0,7299.021
4068.0,7300.989
4069.0,7302.958
4070.0,7304.926
4071.0,7306.894
4072.0,7308.862
4073.0,7310.831
4074.0,7312.799
4075.0,7314.767
4076.0,7316.735
4077.0,7318.703
4078.0,7320.672
4079.0,7322.64
4080.0,7324.608
4081.0,7326.576
4082.0,7328.544
4083.0,7330.513
4084.0,7332.481
4085.0,7334.449
4086.0,7336.417
4087.0,7338.385
4088.0,7340.354
4089.0,7342.322
4090.0,7344.29
4091.0,7346.258
4092.0,7348.226
4093.0,7350.195
4094.0,7352.163
4095.0,7354.131
4096.0,7356.099
4097.0,7358.067
4098.0,7360.036
4099.0,7362.004
4100.0,7363.972
4101.0,7365.94
4102.0,7367.908
4103.0,7369.877
4104.0,7371.845
4105.0,7373.813
4106.0,7375.781
4107.0,7377.749
4108.0,7379.718
4109.0,7381.686
4110.0,7383.654
4111.0,7385.622
4112.0,7387.591
4113.0,7389.559
4114.0,7391.527
4115.0,7393.496
4116.0,7395.464
4117.0,7397.432
4118.0,7399.4
4119.0,7401.369
4120.0,7403.337
4121.0,7405.305
4122.0,7407.273
4123.0,7409.242
4124.0,7411.21
4125.0,7413.178
4126.0,7415.146
4127.0,7417.114
4128.0,7419.083
4129.0,7421.051
4130.0,7423.019
4131.0,7424.987
4132.0,7426.955
4133.0,7428.924
4134.0,7430.892
4135.0,7432.86
4136.0,7434.828
4137.0,7436.796
4138.0,7438.765
4139.0,7440.733
4140.0,7442.701
4141.0,7444.669
4142.0,7446.637
4143.0,7448.606
4144.0,7450.574
4145.0,7452.542
4146.0,7454.51
4147.0,7456.478
4148.0,7458.447
4149.0,7460.415
4150.0,7462.383
4151.0,7464.351
4152.0,7466.32
4153.0,7468.288
4154.0,7470.256
4155.0,7472.225
4156.0,7474.193
4157.0,7476.161
4158.0,7478.129
4159.0,7480.098
4160.0,7482.066
4161.0,7484.034
4162.0,7486.002
4163.0,7487.971
4164.0,7489.939
4165.0,7491.907
4166.0,7493.875
4167.0,7495.843
4168.0,7497.812
4169.0,7499.78
4170.0,7501.748
4171.0,7503.716
4172.0,7505.684
4173.0,7507.653
4174.0,7509.621
4175.0,7511.589
4176.0,7513.557
4177.0,7515.525
4178.0,7517.494
4179.0,7519.462
4180.0,7521.43
4181.0,7523.398
4182.0,7525.366
4183.0,7527.335
4184.0,7529.303
4185.0,7531.271
4186.0,7533.239
4187.0,7535.207
4188.0,7537.176
4189.0,7539.144
4190.0,7541.112
4191.0,7543.08
4192.0,7545.049
4193.0,7547.017
4194.0,7548.985
4195.0,7550.954
4196.0,7552.922
4197.0,7554.89
4198.0,7556.858
4199.0,7558.827
4200.0,7560.795
4201.0,7562.763
4202.0,7564.731
4203.0,7566.7
4204.0,7568.668
4205.0,7570.636
4206.0,7572.604
4207.0,7574.572
4208.0,7576.541
4209.0,7578.509
4210.0,7580.477
4211.0,7582.445
4212.0,7584.413
4213.0,7586.382
4214.0,7588.35
4215.0,7590.318
4216.0,7592.286
4217.0,7594.254
4218.0,7596.223
4219.0,7598.191
4220.0,7600.159
4221.0,7602.127
4222.0,7604.095
4223.0,7606.064
4224.0,7608.032
4225.0,7610.0
4226.0,7611.968
4227.0,7613.936
4228.0,7615.905
4229.0,7617.873
4230.0,7619.841
4231.0,7621.809
4232.0,7623.777
4233.0,7625.746
4234.0,7627.714
4235.0,7629.682
4236.0,7631.65
4237.0,7633.618
4238.0,7635.587
4239.0,7637.555
4240.0,7639.523
4241.0,7641.491
4242.0,7643.46
4243.0,7645.428
4244.0,7647.396
4245.0,7649.365
4246.0,7651.333
4247.0,7653.301
4248.0,7655.269
4249.0,7657.238
4250.0,7659.206
4251.0,7661.174
4252.0,7663.142
4253.0,7665.111
4254.0,7667.079
4255.0,7669.047
4256.0,7671.015
4257.0,7672.983
4258.0,7674.952
4259.0,7676.92
4260.0,7678.888
4261.0,7680.856
4262.0,7682.824
4263.0,7684.793
4264.0,7686.761
4265.0,7688.729
4266.0,7690.697
4267.0,7692.665
4268.0,7694.634
4269.0,7696.602
4270.0,7698.57
4271.0,7700.538
4272.0,7702.506
4273.0,7704.475
4274.0,7706.443
4275.0,7708.411
4276.0,7710.379
4277.0,7712.347
4278.0,7714.316
4279.0,7716.284
4280.0,7718.252
4281.0,7720.22
4282.0,7722.189
4283.0,7724.157
4284.0,7726.125
4285.0,7728.094
4286.0,7730.062
4287.0,7732.03
4288.0,7733.998
4289.0,7735.967
4290.0,7737.935
4291.0,7739.903
4292.0,7741.871
4293.0,7743.84
4294.0,7745.808
4295.0,7747.776
4296.0,7749.744
4297.0,7751.712
4298.0,7753.681
4299.0,7755.649
4300.0,7757.617
4301.0,7759.585
4302.0,7761.553
4303.0,7763.522
4304.0,7765.49
4305.0,7767.458
4306.0,7769.426
4307.0,7771.394
4308.0,7773.363
4309.0,7775.331
4310.0,7777.299
4311.0,7779.267
4312.0,7781.235
4313.0,7783.204
4314.0,7785.172
4315.0,7787.14
4316.0,7789.108
4317.0,7791.076
4318.0,7793.045
4319.0,7795.013
4320.0,7796.981
4321.0,7798.949
4322.0,7800.918
4323.0,7802.886
4324.0,7804.854
4325.0,7806.823
4326.0,7808.791
4327.0,7810.759
4328.0,7812.727
4329.0,7814.696
4330.0,7816.664
4331.0,7818.632
4332.0,7820.6
4333.0,7822.569
4334.0,7824.537
4335.0,7826.505
4336.0,7828.473
4337.0,7830.441
4338.0,7832.41
4339.0,7834.378
4340.0,7836.346
4341.0,7838.314
4342.0,7840.282
4343.0,7842.251
4344.0,7844.219
4345.0,7846.187
4346.0,7848.155
4347.0,7850.123
4348.0,7852.092
4349.0,7854.06
4350.0,7856.028
4351.0,7857.996
4352.0,7859.964
4353.0,7861.933
4354.0,7863.901
4355.0,7865.869
4356.0,7867.837
4357.0,7869.805
4358.0,7871.774
4359.0,7873.742
4360.0,7875.71
4361.0,7877.678
4362.0,7879.647
4363.0,7881.615
4364.0,7883.583
4365.0,7885.552
4366.0,7887.52
4367.0,7889.488
4368.0,7891.456
4369.0,7893.425
4370.0,7895.393
4371.0,7897.361
4372.0,7899.329
4373.0,7901.298
4374.0,7903.266
4375.0,7905.234
4376.0,7907.202
4377.0,7909.17
4378.0,7911.139
4379.0,7913.107
4380.0,7915.075
4381.0,7917.043
4382.0,7919.011
4383.0,7920.98
4384.0,7922.948
4385.0,7924.916
4386.0,7926.884
4387.0,7928.852
4388.0,7930.821
4389.0,7932.789
4390.0,7934.757
4391.0,7936.725
4392.0,7938.693
4393.0,7940.662
4394.0,7942.63
4395.0,7944.598
4396.0,7946.566
4397.0,7948.534
4398.0,7950.503
4399.0,7952.471
4400.0,7954.439
4401.0,7956.407
4402.0,7958.375
4403.0,7960.344
4404.0,7962.312
4405.0,7964.28
4406.0,7966.248
4407.0,7968.216
4408.0,7970.185
4409.0,7972.153
4410.0,7974.121
4411.0,7976.089
4412.0,7978.058
4413.0,7980.026
4414.0,7981.994
4415.0,7983.963
4416.0,7985.931
4417.0,7987.899
4418.0,7989.867
4419.0,7991.836
4420.0,7993.804
4421.0,7995.772
4422.0,7997.74
4423.0,7999.709
4424.0,8001.677
4425.0,8003.645
4426.0,8005.613
4427.0,8007.581
4428.0,8009.55
4429.0,8011.518
4430.0,8013.486
4431.0,8015.454
4432.0,8017.422
4433.0,8019.391
4434.0,8021.359
4435.0,8023.327
4436.0,8025.295
4437.0,8027.263
4438.0,8029.232
4439.0,8031.2
4440.0,8033.168
4441.0,8035.136
4442.0,8037.104
4443.0,8039.073
4444.0,8041.041
4445.0,8043.009
4446.0,8044.977
4447.0,8046.945
4448.0,8048.914
4449.0,8050.882
4450.0,8052.85
4451.0,8054.818
4452.0,8056.787
4453.0,8058.755
4454.0,8060.723
4455.0,8062.692
4456.0,8064.66
4457.0,8066.628
4458.0,8068.596
4459.0,8070.565
4460.0,8072.533
4461.0,8074.501
4462.0,8076.469
4463.0,8078.438
4464.0,8080.406
4465.0,8082.374
4466.0,8084.342
4467.0,8086.31
4468.0,8088.279
4469.0,8090.247
4470.0,8092.215
4471.0,8094.183
4472.0,8096.151
4473.0,8098.12
4474.0,8100.088
4475.0,8102.056
4476.0,8104.024
4477.0,8105.992
4478.0,8107.961
4479.0,8109.929
4480.0,8111.897
4481.0,8113.865
4482.0,8115.833
4483.0,8117.802
4484.0,8119.77
4485.0,8121.738
4486.0,8123.706
4487.0,8125.674
4488.0,8127.643
4489.0,8129.611
4490.0,8131.579
4491.0,8133.547
4492.0,8135.516
4493.0,8137.484
4494.0,8139.452
4495.0,8141.421
4496.0,8143.389
4497.0,8145.357
4498.0,8147.325
4499.0,8149.294
4500.0,8151.262
4501.0,8153.23
4502.0,8155.198
4503.0,8157.167
4504.0,8159.135
4505.0,8161.103
4506.0,8163.071
4507.0,8165.039
4508.0,8167.008
4509.0,8168.976
4510.0,8170.944
4511.0,8172.912
4512.0,8174.88
4513.0,8176.849
4514.0,8178.817
4515.0,8180.785
4516.0,8182.753
4517.0,8184.721
4518.0,8186.69
4519.0,8188.658
4520.0,8190.626
4521.0,8192.594
4522.0,8194.562
4523.0,8196.531
4524.0,8198.499
4525.0,8200.467
4526.0,8202.435
4527.0,8204.403
4528.0,8206.372
4529.0,8208.34
4530.0,8210.308
4531.0,8212.276
4532.0,8214.244
4533.0,8216.213
4534.0,8218.181
4535.0,8220.149
4536.0,8222.117
4537.0,8224.085
4538.0,8226.054
4539.0,8228.022
4540.0,8229.99
4541.0,8231.958
4542.0,8233.927
4543.0,8235.895
4544.0,8237.863
4545.0,8239.832
4546.0,8241.8
4547.0,8243.768
4548.0,8245.736
4549.0,8247.705
4550.0,8249.673
4551.0,8251.641
4552.0,8253.609
4553.0,8255.578
4554.0,8257.546
4555.0,8259.514
4556.0,8261.482
4557.0,8263.45
4558.0,8265.419
4559.0,8267.387
4560.0,8269.355
4561.0,8271.323
4562.0,8273.291
4563.0,8275.26
4564.0,8277.228
4565.0,8279.196
4566.0,8281.164
4567.0,8283.132
4568.0,8285.101
4569.0,8287.069
4570.0,8289.037
4571.0,8291.005
4572.0,8292.973
4573.0,8294.942
4574.0,8296.91
4575.0,8298.878
4576.0,8300.846
4577.0,8302.814
4578.0,8304.783
4579.0,8306.751
4580.0,8308.719
4581.0,8310.687
4582.0,8312.656
4583.0,8314.624
4584.0,8316.592
4585.0,8318.561
4586.0,8320.529
4587.0,8322.497
4588.0,8324.465
4589.0,8326.434
4590.0,8328.402
4591.0,8330.37
4592.0,8332.338
4593.0,8334.307
4594.0,8336.275
4595.0,8338.243
4596.0,8340.211
4597.0,8342.179
4598.0,8344.148
4599.0,8346.116
4600.0,8348.084
4601.0,8350.052
4602.0,8352.02
4603.0,8353.989
4604.0,8355.957
4605.0,8357.925
4606.0,8359.893
4607.0,8361.861
4608.0,8363.83
4609.0,8365.798
4610.0,8367.766
4611.0,8369.734
4612.0,8371.702
4613.0,8373.671
4614.0,8375.639
4615.0,8377.607
4616.0,8379.575
4617.0,8381.543
4618.0,8383.512
4619.0,8385.48
4620.0,8387.448
4621.0,8389.416
4622.0,8391.385
4623.0,8393.353
4624.0,8395.321
4625.0,8397.29
4626.0,8399.258
4627.0,8401.226
4628.0,8403.194
4629.0,8405.163
4630.0,8407.131
4631.0,8409.099
4632.0,8411.067
4633.0,8413.036
4634.0,8415.004
4635.0,8416.972
4636.0,8418.94
4637.0,8420.908
4638.0,8422.877
4639.0,8424.845
4640.0,8426.813
4641.0,8428.781
4642.0,8430.749
4643.0,8432.718
4644.0,8434.686
4645.0,8436.654
4646.0,8438.622
4647.0,8440.59
4648.0,8442.559
4649.0,8444.527
4650.0,8446.495
4651.0,8448.463
4652.0,8450.431
4653.0,8452.4
