Gauge[mm],Volume[m3]
674.0,1096.832
675.0,1098.493
676.0,1100.153
677.0,1101.814
678.0,1103.475
679.0,1105.135
680.0,1106.796
681.0,1108.458
682.0,1110.12
683.0,1111.781
684.0,1113.443
685.0,1115.105
686.0,1116.767
687.0,1118.429
688.0,1120.09
689.0,1121.752
690.0,1123.414
691.0,1125.077
692.0,1126.739
693.0,1128.402
694.0,1130.065
695.0,1131.728
696.0,1133.39
697.0,1135.053
698.0,1136.716
699.0,1138.378
700.0,1140.041
701.0,1141.705
702.0,1143.368
703.0,1145.032
704.0,1146.696
705.0,1148.36
706.0,1150.023
707.0,1151.687
708.0,1153.351
709.0,1155.014
710.0,1156.678
711.0,1158.343
712.0,1160.007
713.0,1161.672
714.0,1163.337
715.0,1165.002
716.0,1166.666
717.0,1168.331
718.0,1169.996
719.0,1171.66
720.0,1173.325
721.0,1174.991
722.0,1176.656
723.0,1178.322
724.0,1179.988
725.0,1181.654
726.0,1183.319
727.0,1184.985
728.0,1186.651
729.0,1188.316
730.0,1189.982
731.0,1191.649
732.0,1193.315
733.0,1194.982
734.0,1196.649
735.0,1198.316
736.0,1199.982
737.0,1201.649
738.0,1203.316
739.0,1204.982
740.0,1206.649
741.0,1208.317
742.0,1209.984
743.0,1211.652
744.0,1213.32
745.0,1214.988
746.0,1216.655
747.0,1218.323
748.0,1219.991
749.0,1221.658
750.0,1223.326
751.0,1224.995
752.0,1226.663
753.0,1228.332
754.0,1230.0
755.0,1231.669
756.0,1233.338
757.0,1235.006
758.0,1236.675
759.0,1238.343
760.0,1240.012
761.0,1241.682
762.0,1243.351
763.0,1245.021
764.0,1246.691
765.0,1248.361
766.0,1250.03
767.0,1251.7
768.0,1253.37
769.0,1255.039
770.0,1256.709
771.0,1258.38
772.0,1260.05
773.0,1261.721
774.0,1263.391
775.0,1265.062
776.0,1266.733
777.0,1268.403
778.0,1270.074
779.0,1271.744
780.0,1273.415
781.0,1275.087
782.0,1276.758
783.0,1278.43
784.0,1280.101
785.0,1281.773
786.0,1283.445
787.0,1285.116
788.0,1286.788
789.0,1288.459
790.0,1290.131
791.0,1291.804
792.0,1293.476
793.0,1295.149
794.0,1296.821
795.0,1298.494
796.0,1300.167
797.0,1301.839
798.0,1303.512
799.0,1305.184
800.0,1306.857
801.0,1308.531
802.0,1310.204
803.0,1311.878
804.0,1313.551
805.0,1315.225
806.0,1316.899
807.0,1318.572
808.0,1320.246
809.0,1321.919
810.0,1323.593
811.0,1325.268
812.0,1326.942
813.0,1328.617
814.0,1330.291
815.0,1331.966
816.0,1333.641
817.0,1335.315
818.0,1336.99
819.0,1338.664
820.0,1340.339
821.0,1342.015
822.0,1343.69
823.0,1345.366
824.0,1347.041
825.0,1348.717
826.0,1350.392
827.0,1352.068
828.0,1353.743
829.0,1355.419
830.0,1357.094
831.0,1358.771
832.0,1360.447
833.0,1362.124
834.0,1363.8
835.0,1365.477
836.0,1367.154
837.0,1368.83
838.0,1370.507
839.0,1372.183
840.0,1373.86
841.0,1375.538
842.0,1377.215
843.0,1378.893
844.0,1380.57
845.0,1382.248
846.0,1383.925
847.0,1385.603
848.0,1387.28
849.0,1388.958
850.0,1390.635
851.0,1392.314
852.0,1393.992
853.0,1395.671
854.0,1397.349
855.0,1399.028
856.0,1400.707
857.0,1402.385
858.0,1404.064
859.0,1405.742
860.0,1407.421
861.0,1409.101
862.0,1410.78
863.0,1412.46
864.0,1414.139
865.0,1415.819
866.0,1417.498
867.0,1419.178
868.0,1420.857
869.0,1422.537
870.0,1424.216
871.0,1425.897
872.0,1427.577
873.0,1429.258
874.0,1430.938
875.0,1432.619
876.0,1434.299
877.0,1435.98
878.0,1437.66
879.0,1439.341
880.0,1441.021
881.0,1442.702
882.0,1444.384
883.0,1446.065
884.0,1447.747
885.0,1449.428
886.0,1451.109
887.0,1452.791
888.0,1454.472
889.0,1456.154
890.0,1457.835
891.0,1459.518
892.0,1461.2
893.0,1462.883
894.0,1464.565
895.0,1466.248
896.0,1467.93
897.0,1469.613
898.0,1471.295
899.0,1472.978
900.0,1474.66
901.0,1476.344
902.0,1478.027
903.0,1479.711
904.0,1481.394
905.0,1483.078
906.0,1484.761
907.0,1486.445
908.0,1488.128
909.0,1489.812
910.0,1491.495
911.0,1493.179
912.0,1494.864
913.0,1496.548
914.0,1498.233
915.0,1499.917
916.0,1501.601
917.0,1503.286
918.0,1504.97
919.0,1506.655
920.0,1508.339
921.0,1510.025
922.0,1511.71
923.0,1513.396
924.0,1515.081
925.0,1516.767
926.0,1518.452
927.0,1520.138
928.0,1521.823
929.0,1523.509
930.0,1525.194
931.0,1526.88
932.0,1528.567
933.0,1530.253
934.0,1531.94
935.0,1533.626
936.0,1535.312
937.0,1536.999
938.0,1538.685
939.0,1540.372
940.0,1542.058
941.0,1543.745
942.0,1545.433
943.0,1547.12
944.0,1548.808
945.0,1550.495
946.0,1552.182
947.0,1553.87
948.0,1555.557
949.0,1557.245
950.0,1558.932
951.0,1560.62
952.0,1562.309
953.0,1563.997
954.0,1565.686
955.0,1567.374
956.0,1569.062
957.0,1570.751
958.0,1572.439
959.0,1574.128
960.0,1575.816
961.0,1577.506
962.0,1579.195
963.0,1580.885
964.0,1582.574
965.0,1584.264
966.0,1585.953
967.0,1587.643
968.0,1589.332
969.0,1591.022
970.0,1592.711
971.0,1594.402
972.0,1596.092
973.0,1597.783
974.0,1599.473
975.0,1601.164
976.0,1602.854
977.0,1604.545
978.0,1606.235
979.0,1607.926
980.0,1609.616
981.0,1611.308
982.0,1612.999
983.0,1614.691
984.0,1616.382
985.0,1618.074
986.0,1619.765
987.0,1621.457
988.0,1623.148
989.0,1624.84
990.0,1626.531
991.0,1628.223
992.0,1629.916
993.0,1631.608
994.0,1633.301
995.0,1634.993
996.0,1636.685
997.0,1638.378
998.0,1640.07
999.0,1641.763
1000.0,1643.455
1001.0,1645.149
1002.0,1646.842
1003.0,1648.536
1004.0,1650.229
1005.0,1651.923
1006.0,1653.616
1007.0,1655.31
1008.0,1657.003
1009.0,1658.697
1010.0,1660.39
1011.0,1662.084
1012.0,1663.779
1013.0,1665.473
1014.0,1667.168
1015.0,1668.862
1016.0,1670.556
1017.0,1672.251
1018.0,1673.945
1019.0,1675.64
1020.0,1677.334
1021.0,1679.029
1022.0,1680.725
1023.0,1682.42
1024.0,1684.115
1025.0,1685.811
1026.0,1687.506
1027.0,1689.201
1028.0,1690.896
1029.0,1692.592
1030.0,1694.287
1031.0,1695.983
1032.0,1697.68
1033.0,1699.376
1034.0,1701.073
1035.0,1702.769
1036.0,1704.465
1037.0,1706.162
1038.0,1707.858
1039.0,1709.555
1040.0,1711.251
1041.0,1712.948
1042.0,1714.646
1043.0,1716.343
1044.0,1718.041
1045.0,1719.738
1046.0,1721.435
1047.0,1723.133
1048.0,1724.83
1049.0,1726.528
1050.0,1728.225
1051.0,1729.923
1052.0,1731.622
1053.0,1733.32
1054.0,1735.018
1055.0,1736.717
1056.0,1738.415
1057.0,1740.113
1058.0,1741.811
1059.0,1743.51
1060.0,1745.208
1061.0,1746.907
1062.0,1748.607
1063.0,1750.306
1064.0,1752.006
1065.0,1753.705
1066.0,1755.404
1067.0,1757.104
1068.0,1758.803
1069.0,1760.503
1070.0,1762.202
1071.0,1763.902
1072.0,1765.603
1073.0,1767.303
1074.0,1769.003
1075.0,1770.704
1076.0,1772.404
1077.0,1774.104
1078.0,1775.804
1079.0,1777.505
1080.0,1779.205
1081.0,1780.906
1082.0,1782.608
1083.0,1784.309
1084.0,1786.01
1085.0,1787.712
1086.0,1789.413
1087.0,1791.114
1088.0,1792.815
1089.0,1794.517
1090.0,1796.218
1091.0,1797.92
1092.0,1799.623
1093.0,1801.325
1094.0,1803.027
1095.0,1804.73
1096.0,1806.432
1097.0,1808.134
1098.0,1809.836
1099.0,1811.539
1100.0,1813.241
1101.0,1814.944
1102.0,1816.648
1103.0,1818.351
1104.0,1820.054
1105.0,1821.758
1106.0,1823.461
1107.0,1825.164
1108.0,1826.867
1109.0,1828.571
1110.0,1830.274
1111.0,1831.978
1112.0,1833.683
1113.0,1835.387
1114.0,1837.091
1115.0,1838.796
1116.0,1840.5
1117.0,1842.204
1118.0,1843.908
1119.0,1845.613
1120.0,1847.317
1121.0,1849.022
1122.0,1850.728
1123.0,1852.433
1124.0,1854.138
1125.0,1855.844
1126.0,1857.549
1127.0,1859.254
1128.0,1860.959
1129.0,1862.665
1130.0,1864.37
1131.0,1866.076
1132.0,1867.782
1133.0,1869.489
1134.0,1871.195
1135.0,1872.901
1136.0,1874.607
1137.0,1876.313
1138.0,1878.02
1139.0,1879.726
1140.0,1881.432
1141.0,1883.139
1142.0,1884.847
1143.0,1886.554
1144.0,1888.261
1145.0,1889.969
1146.0,1891.676
1147.0,1893.383
1148.0,1895.09
1149.0,1896.798
1150.0,1898.505
1151.0,1900.213
1152.0,1901.921
1153.0,1903.629
1154.0,1905.337
1155.0,1907.046
1156.0,1908.754
1157.0,1910.462
1158.0,1912.17
1159.0,1913.878
1160.0,1915.586
1161.0,1917.295
1162.0,1919.005
1163.0,1920.714
1164.0,1922.423
1165.0,1924.133
1166.0,1925.842
1167.0,1927.551
1168.0,1929.26
1169.0,1930.97
1170.0,1932.679
1171.0,1934.389
1172.0,1936.099
1173.0,1937.81
1174.0,1939.52
1175.0,1941.23
1176.0,1942.94
1177.0,1944.65
1178.0,1946.361
1179.0,1948.071
1180.0,1949.781
1181.0,1951.492
1182.0,1953.203
1183.0,1954.915
1184.0,1956.626
1185.0,1958.337
1186.0,1960.048
1187.0,1961.759
1188.0,1963.471
1189.0,1965.182
1190.0,1966.893
1191.0,1968.605
1192.0,1970.317
1193.0,1972.029
1194.0,1973.741
1195.0,1975.454
1196.0,1977.166
1197.0,1978.878
1198.0,1980.59
1199.0,1982.302
1200.0,1984.014
1201.0,1985.727
1202.0,1987.44
1203.0,1989.154
1204.0,1990.867
1205.0,1992.58
1206.0,1994.293
1207.0,1996.006
1208.0,1997.72
1209.0,1999.433
1210.0,2001.146
1211.0,2002.86
1212.0,2004.574
1213.0,2006.289
1214.0,2008.003
1215.0,2009.717
1216.0,2011.431
1217.0,2013.145
1218.0,2014.86
1219.0,2016.574
1220.0,2018.288
1221.0,2020.003
1222.0,2021.718
1223.0,2023.433
1224.0,2025.148
1225.0,2026.864
1226.0,2028.579
1227.0,2030.294
1228.0,2032.009
1229.0,2033.724
1230.0,2035.439
1231.0,2037.155
1232.0,2038.871
1233.0,2040.587
1234.0,2042.303
1235.0,2044.02
1236.0,2045.736
1237.0,2047.452
1238.0,2049.168
1239.0,2050.884
1240.0,2052.6
1241.0,2054.317
1242.0,2056.034
1243.0,2057.751
1244.0,2059.468
1245.0,2061.186
1246.0,2062.903
1247.0,2064.62
1248.0,2066.337
1249.0,2068.054
1250.0,2069.771
1251.0,2071.489
1252.0,2073.207
1253.0,2074.926
1254.0,2076.644
1255.0,2078.362
1256.0,2080.08
1257.0,2081.798
1258.0,2083.517
1259.0,2085.235
1260.0,2086.953
1261.0,2088.672
1262.0,2090.391
1263.0,2092.11
1264.0,2093.829
1265.0,2095.548
1266.0,2097.267
1267.0,2098.986
1268.0,2100.705
1269.0,2102.424
1270.0,2104.143
1271.0,2105.863
1272.0,2107.583
1273.0,2109.303
1274.0,2111.023
1275.0,2112.744
1276.0,2114.464
1277.0,2116.184
1278.0,2117.904
1279.0,2119.624
1280.0,2121.344
1281.0,2123.065
1282.0,2124.786
1283.0,2126.507
1284.0,2128.228
1285.0,2129.95
1286.0,2131.671
1287.0,2133.392
1288.0,2135.113
1289.0,2136.834
1290.0,2138.555
1291.0,2140.277
1292.0,2141.999
1293.0,2143.721
1294.0,2145.443
1295.0,2147.165
1296.0,2148.887
1297.0,2150.609
1298.0,2152.331
1299.0,2154.053
1300.0,2155.775
1301.0,2157.498
1302.0,2159.221
1303.0,2160.944
1304.0,2162.667
1305.0,2164.39
1306.0,2166.113
1307.0,2167.836
1308.0,2169.559
1309.0,2171.282
1310.0,2173.005
1311.0,2174.729
1312.0,2176.453
1313.0,2178.177
1314.0,2179.901
1315.0,2181.625
1316.0,2183.349
1317.0,2185.073
1318.0,2186.797
1319.0,2188.521
1320.0,2190.245
1321.0,2191.97
1322.0,2193.695
1323.0,2195.42
1324.0,2197.145
1325.0,2198.871
1326.0,2200.596
1327.0,2202.321
1328.0,2204.046
1329.0,2205.771
1330.0,2207.496
1331.0,2209.222
1332.0,2210.948
1333.0,2212.674
1334.0,2214.4
1335.0,2216.126
1336.0,2217.852
1337.0,2219.578
1338.0,2221.304
1339.0,2223.03
1340.0,2224.756
1341.0,2226.483
1342.0,2228.21
1343.0,2229.937
1344.0,2231.664
1345.0,2233.391
1346.0,2235.118
1347.0,2236.845
1348.0,2238.572
1349.0,2240.299
1350.0,2242.026
1351.0,2243.754
1352.0,2245.482
1353.0,2247.21
1354.0,2248.938
1355.0,2250.666
1356.0,2252.393
1357.0,2254.121
1358.0,2255.849
1359.0,2257.577
1360.0,2259.305
1361.0,2261.034
1362.0,2262.763
1363.0,2264.492
1364.0,2266.221
1365.0,2267.95
1366.0,2269.679
1367.0,2271.408
1368.0,2273.137
1369.0,2274.866
1370.0,2276.595
1371.0,2278.325
1372.0,2280.055
1373.0,2281.785
1374.0,2283.515
1375.0,2285.245
1376.0,2286.974
1377.0,2288.704
1378.0,2290.434
1379.0,2292.164
1380.0,2293.894
1381.0,2295.625
1382.0,2297.356
1383.0,2299.087
1384.0,2300.818
1385.0,2302.549
1386.0,2304.28
1387.0,2306.011
1388.0,2307.742
1389.0,2309.473
1390.0,2311.204
1391.0,2312.936
1392.0,2314.668
1393.0,2316.4
1394.0,2318.132
1395.0,2319.864
1396.0,2321.595
1397.0,2323.327
1398.0,2325.059
1399.0,2326.791
1400.0,2328.523
1401.0,2330.256
1402.0,2331.989
1403.0,2333.722
1404.0,2335.455
1405.0,2337.188
1406.0,2338.92
1407.0,2340.653
1408.0,2342.386
1409.0,2344.119
1410.0,2345.852
1411.0,2347.586
1412.0,2349.32
1413.0,2351.054
1414.0,2352.788
1415.0,2354.522
1416.0,2356.255
1417.0,2357.989
1418.0,2359.723
1419.0,2361.457
1420.0,2363.191
1421.0,2364.926
1422.0,2366.661
1423.0,2368.396
1424.0,2370.131
1425.0,2371.866
1426.0,2373.6
1427.0,2375.335
1428.0,2377.07
1429.0,2378.805
1430.0,2380.54
1431.0,2382.276
1432.0,2384.012
1433.0,2385.747
1434.0,2387.483
1435.0,2389.219
1436.0,2390.955
1437.0,2392.691
1438.0,2394.426
1439.0,2396.162
1440.0,2397.898
1441.0,2399.635
1442.0,2401.372
1443.0,2403.109
1444.0,2404.846
1445.0,2406.583
1446.0,2408.319
1447.0,2410.056
1448.0,2411.793
1449.0,2413.53
1450.0,2415.267
1451.0,2417.005
1452.0,2418.743
1453.0,2420.48
1454.0,2422.218
1455.0,2423.956
1456.0,2425.694
1457.0,2427.432
1458.0,2429.169
1459.0,2430.907
1460.0,2432.645
1461.0,2434.384
1462.0,2436.123
1463.0,2437.862
1464.0,2439.601
1465.0,2441.34
1466.0,2443.078
1467.0,2444.817
1468.0,2446.556
1469.0,2448.295
1470.0,2450.034
1471.0,2451.774
1472.0,2453.514
1473.0,2455.253
1474.0,2456.993
1475.0,2458.733
1476.0,2460.473
1477.0,2462.213
1478.0,2463.952
1479.0,2465.692
1480.0,2467.432
1481.0,2469.173
1482.0,2470.914
1483.0,2472.654
1484.0,2474.395
1485.0,2476.136
1486.0,2477.877
1487.0,2479.618
1488.0,2481.358
1489.0,2483.099
1490.0,2484.84
1491.0,2486.582
1492.0,2488.324
1493.0,2490.065
1494.0,2491.807
1495.0,2493.549
1496.0,2495.291
1497.0,2497.033
1498.0,2498.774
1499.0,2500.516
1500.0,2502.258
1501.0,2504.001
1502.0,2505.744
1503.0,2507.486
1504.0,2509.229
1505.0,2510.972
1506.0,2512.715
1507.0,2514.458
1508.0,2516.2
1509.0,2517.943
1510.0,2519.686
1511.0,2521.43
1512.0,2523.174
1513.0,2524.917
1514.0,2526.661
1515.0,2528.405
1516.0,2530.149
1517.0,2531.893
1518.0,2533.636
1519.0,2535.38
1520.0,2537.124
1521.0,2538.869
1522.0,2540.613
1523.0,2542.358
1524.0,2544.103
1525.0,2545.848
1526.0,2547.592
1527.0,2549.337
1528.0,2551.082
1529.0,2552.826
1530.0,2554.571
1531.0,2556.317
1532.0,2558.063
1533.0,2559.808
1534.0,2561.554
1535.0,2563.3
1536.0,2565.046
1537.0,2566.792
1538.0,2568.537
1539.0,2570.283
1540.0,2572.029
1541.0,2573.776
1542.0,2575.522
1543.0,2577.269
1544.0,2579.016
1545.0,2580.763
1546.0,2582.509
1547.0,2584.256
1548.0,2586.003
1549.0,2587.749
1550.0,2589.496
1551.0,2591.244
1552.0,2592.991
1553.0,2594.739
1554.0,2596.487
1555.0,2598.235
1556.0,2599.982
1557.0,2601.73
