date,apparent_temperature,pressure_msl,wind_speed_10m,sea_surface_temperature
2026-06-13 20:00:00+01:00,13.721521,1024.9,3,17.25
2026-06-13 21:00:00+01:00,13.637228,1024.9,4,17.25
2026-06-13 22:00:00+01:00,13.317751,1024.7,4,17.25
2026-06-13 23:00:00+01:00,12.968662,1024.5,4,17.25
2026-06-14 00:00:00+01:00,11.682558,1025.0,5,17.1
2026-06-14 01:00:00+01:00,11.862595,1024.4,5,17.1
2026-06-14 02:00:00+01:00,12.135757,1023.7,5,17.1
2026-06-14 03:00:00+01:00,12.175806,1023.3,5,17.1
2026-06-14 04:00:00+01:00,12.594381,1022.7,5,17.05
2026-06-14 05:00:00+01:00,12.934242,1022.3,5,17.05
2026-06-14 06:00:00+01:00,12.840317,1022.4,5,17.05
2026-06-14 07:00:00+01:00,12.966368,1022.4,5,17.05
2026-06-14 08:00:00+01:00,13.175716,1022.5,5,17.05
2026-06-14 09:00:00+01:00,13.361053,1022.6,4,17.1
2026-06-14 10:00:00+01:00,13.214771,1022.3,4,17.1
2026-06-14 11:00:00+01:00,12.754242,1021.4,4,17.15
2026-06-14 12:00:00+01:00,13.268932,1020.4,4,17.2
2026-06-14 13:00:00+01:00,13.534754,1019.8,4,17.2
2026-06-14 14:00:00+01:00,12.507807,1019.6,5,17.2
2026-06-14 15:00:00+01:00,11.261596,1019.6,6,17.2
2026-06-14 16:00:00+01:00,11.040596,1019.7,6,17.2
2026-06-14 17:00:00+01:00,9.6817045,1020.3,6,17.2
2026-06-14 18:00:00+01:00,10.2001095,1020.5,6,17.2
2026-06-14 19:00:00+01:00,10.793327,1020.6,5,17.2
2026-06-14 20:00:00+01:00,9.817293,1020.4,6,17.2
2026-06-14 21:00:00+01:00,9.347265,1020.7,6,17.2
2026-06-14 22:00:00+01:00,8.658358,1020.5,7,17.15
2026-06-14 23:00:00+01:00,8.599716,1020.6,7,17.15
2026-06-14 23:00:00+01:00,8.599716,1020.6,7,22.8
2026-06-15 00:00:00+02:00,19.536808,1018.3,4,17.15
2026-06-15 00:00:00+02:00,19.536808,1018.3,4,22.8
2026-06-15 01:00:00+02:00,17.704365,1019.0,4,22.8
2026-06-15 02:00:00+02:00,17.767479,1019.5,5,22.8
2026-06-15 03:00:00+02:00,17.281464,1019.4,5,22.8
2026-06-15 04:00:00+02:00,15.8216095,1019.6,6,22.8
2026-06-15 05:00:00+02:00,15.253939,1020.0,6,22.8
2026-06-15 06:00:00+02:00,15.175991,1020.6,6,22.8
2026-06-15 07:00:00+02:00,15.238667,1021.5,6,22.8
2026-06-15 08:00:00+02:00,15.0262985,1022.3,6,22.8
2026-06-15 09:00:00+02:00,14.582813,1023.2,6,22.8
2026-06-15 10:00:00+02:00,14.6112385,1023.5,6,22.8
2026-06-15 11:00:00+02:00,14.823414,1023.2,6,22.8
2026-06-15 12:00:00+02:00,14.770393,1022.7,6,22.85
2026-06-15 13:00:00+02:00,14.319729,1022.4,6,22.85
2026-06-15 14:00:00+02:00,14.093853,1022.1,6,22.85
2026-06-15 15:00:00+02:00,13.796265,1021.7,6,22.85
2026-06-15 16:00:00+02:00,14.052792,1022.0,6,22.85
2026-06-15 17:00:00+02:00,14.252375,1022.4,6,22.85
2026-06-15 18:00:00+02:00,14.464592,1023.0,6,22.85
2026-06-15 19:00:00+02:00,14.546925,1023.8,6,22.85
2026-06-15 20:00:00+02:00,15.204882,1024.2,6,22.85
2026-06-15 21:00:00+02:00,15.471441,1024.5,6,22.85
2026-06-15 22:00:00+02:00,16.3228,1025.1,5,22.8
2026-06-15 23:00:00+02:00,17.001984,1025.0,5,22.8
2026-06-16 00:00:00+02:00,21.902742,1022.7,4,24.35
2026-06-16 01:00:00+02:00,21.082148,1023.0,5,24.35
2026-06-16 02:00:00+02:00,20.882477,1023.2,5,24.35
2026-06-16 03:00:00+02:00,20.468676,1023.1,5,24.35
2026-06-16 04:00:00+02:00,20.01867,1023.2,5,24.35
2026-06-16 05:00:00+02:00,19.70213,1023.2,5,24.35
2026-06-16 06:00:00+02:00,19.627361,1024.1,5,24.3
2026-06-16 07:00:00+02:00,19.541006,1025.0,5,24.3
2026-06-16 08:00:00+02:00,19.985374,1025.6,4,24.3
2026-06-16 09:00:00+02:00,20.40176,1026.3,4,24.3
2026-06-16 10:00:00+02:00,20.523485,1026.8,4,24.3
2026-06-16 11:00:00+02:00,20.803041,1026.5,4,24.3
2026-06-16 12:00:00+02:00,21.200087,1026.0,3,24.3
2026-06-16 13:00:00+02:00,21.340729,1025.7,4,24.3
2026-06-16 14:00:00+02:00,21.729177,1025.2,3,24.3
2026-06-16 15:00:00+02:00,22.146585,1025.2,3,24.3
2026-06-16 16:00:00+02:00,22.059505,1025.3,4,24.3
2026-06-16 17:00:00+02:00,21.796928,1025.4,4,24.3
2026-06-16 18:00:00+02:00,21.556427,1026.1,4,24.25
2026-06-16 19:00:00+02:00,21.670603,1026.4,4,24.25
2026-06-16 20:00:00+02:00,21.842278,1026.6,3,24.25
2026-06-16 21:00:00+02:00,21.712124,1026.6,3,24.25
2026-06-16 22:00:00+02:00,21.481842,1027.0,3,24.25
2026-06-16 23:00:00+02:00,21.781143,1026.8,3,24.2
2026-06-16 23:00:00+02:00,21.781143,1026.8,3,24.35
2026-06-17 00:00:00+03:00,24.678373,1025.4,2,24.2
2026-06-17 00:00:00+03:00,24.678373,1025.4,2,24.35
2026-06-17 01:00:00+03:00,24.661816,1024.9,2,24.3
2026-06-17 02:00:00+03:00,24.580717,1024.7,2,24.3
2026-06-17 03:00:00+03:00,24.231968,1024.4,2,24.3
2026-06-17 04:00:00+03:00,23.846203,1023.9,3,24.3
2026-06-17 05:00:00+03:00,23.128428,1024.1,3,24.25
2026-06-17 06:00:00+03:00,22.378849,1024.4,4,24.2
2026-06-17 07:00:00+03:00,21.760166,1024.9,4,24.2
2026-06-17 08:00:00+03:00,21.247364,1025.7,4,24.15
2026-06-17 09:00:00+03:00,21.207226,1026.1,4,24.15
2026-06-17 10:00:00+03:00,21.208641,1026.5,3,24.15
2026-06-17 11:00:00+03:00,21.196478,1026.2,3,24.2
2026-06-17 12:00:00+03:00,21.33383,1025.6,3,24.2
2026-06-17 13:00:00+03:00,21.410515,1024.9,3,24.25
2026-06-17 14:00:00+03:00,21.413801,1024.3,3,24.3
2026-06-17 15:00:00+03:00,21.786077,1023.8,3,24.3
2026-06-17 16:00:00+03:00,21.294727,1023.8,4,24.3
2026-06-17 17:00:00+03:00,21.049212,1024.0,4,24.3
2026-06-17 18:00:00+03:00,20.509312,1024.1,4,24.3
2026-06-17 19:00:00+03:00,19.79933,1024.6,4,24.25
2026-06-17 20:00:00+03:00,20.061909,1025.1,4,24.25
2026-06-17 21:00:00+03:00,20.325676,1024.4,4,24.25
2026-06-17 22:00:00+03:00,20.64445,1024.6,3,24.25
2026-06-17 23:00:00+03:00,20.701702,1024.2,3,24.25
2026-06-18 00:00:00+03:00,24.73343,1021.8,3,25.05
2026-06-18 01:00:00+03:00,24.250988,1021.6,3,25.05
2026-06-18 02:00:00+03:00,23.832481,1021.1,3,25.05
2026-06-18 03:00:00+03:00,23.200186,1021.0,3,25.05
2026-06-18 04:00:00+03:00,22.171368,1020.8,4,25.05
2026-06-18 05:00:00+03:00,21.743479,1020.8,4,25.05
2026-06-18 06:00:00+03:00,21.8436,1021.1,4,25.05
2026-06-18 07:00:00+03:00,21.103487,1021.6,4,25.05
2026-06-18 08:00:00+03:00,21.585772,1021.7,4,25.05
2026-06-18 09:00:00+03:00,21.772915,1022.0,4,25.05
2026-06-18 10:00:00+03:00,22.09332,1022.0,3,25.05
2026-06-18 11:00:00+03:00,22.096476,1021.4,3,25.05
2026-06-18 12:00:00+03:00,21.89503,1021.0,4,25.1
2026-06-18 13:00:00+03:00,21.383244,1020.1,4,25.1
2026-06-18 14:00:00+03:00,20.955997,1019.9,4,25.1
2026-06-18 15:00:00+03:00,21.128643,1019.7,4,25.1
2026-06-18 16:00:00+03:00,20.866013,1019.7,4,25.1
2026-06-18 17:00:00+03:00,20.907684,1020.0,4,25.1
2026-06-18 18:00:00+03:00,20.728504,1020.2,4,25.1
2026-06-18 19:00:00+03:00,20.61886,1020.7,4,25.05
2026-06-18 20:00:00+03:00,20.396236,1020.7,4,25.05
2026-06-18 21:00:00+03:00,20.37437,1020.3,3,25.05
2026-06-18 22:00:00+03:00,20.442549,1020.4,3,25.05
2026-06-18 23:00:00+03:00,20.62472,1020.2,3,25.05
2026-06-18 23:00:00+03:00,20.62472,1020.2,3,25.5
2026-06-19 00:00:00+04:00,22.522512,1018.6,4,25.05
2026-06-19 00:00:00+04:00,22.522512,1018.6,4,25.5
2026-06-19 01:00:00+04:00,22.538368,1018.2,4,25.5
2026-06-19 02:00:00+04:00,22.714684,1018.1,4,25.5
2026-06-19 03:00:00+04:00,22.716278,1017.6,4,25.5
2026-06-19 04:00:00+04:00,22.867445,1017.2,3,25.5
2026-06-19 05:00:00+04:00,22.902977,1017.3,3,25.5
2026-06-19 06:00:00+04:00,22.90197,1017.6,3,25.5
2026-06-19 07:00:00+04:00,22.83531,1018.1,3,25.5
2026-06-19 08:00:00+04:00,22.944246,1018.8,3,25.5
2026-06-19 09:00:00+04:00,23.04166,1019.2,3,25.5
2026-06-19 10:00:00+04:00,23.565334,1019.2,3,25.5
2026-06-19 11:00:00+04:00,23.562683,1019.0,3,25.5
2026-06-19 12:00:00+04:00,24.011845,1018.7,3,25.55
2026-06-19 13:00:00+04:00,24.277195,1018.0,3,25.6
2026-06-19 14:00:00+04:00,24.239998,1017.4,2,25.6
2026-06-19 15:00:00+04:00,23.92644,1017.4,2,25.65
2026-06-19 16:00:00+04:00,24.096073,1017.3,2,25.65
2026-06-19 17:00:00+04:00,23.972494,1017.5,2,25.65
2026-06-19 18:00:00+04:00,23.995462,1018.1,2,25.65
2026-06-19 19:00:00+04:00,24.035505,1018.6,2,25.65
2026-06-19 20:00:00+04:00,24.050547,1018.6,2,25.6
2026-06-19 21:00:00+04:00,24.143528,1018.7,2,25.6
2026-06-19 22:00:00+04:00,24.318321,1018.3,1,25.6
2026-06-19 23:00:00+04:00,24.442917,1018.5,1,25.6
2026-06-20 00:00:00+04:00,23.127495,1017.6,3,26.05
2026-06-20 01:00:00+04:00,23.098509,1017.4,3,26.0
2026-06-20 02:00:00+04:00,23.160633,1017.0,3,26.0
2026-06-20 03:00:00+04:00,23.40912,1016.8,3,26.0
2026-06-20 04:00:00+04:00,23.229233,1016.5,3,26.0
2026-06-20 05:00:00+04:00,23.198357,1016.7,3,26.0
2026-06-20 06:00:00+04:00,23.21578,1017.2,3,26.0
2026-06-20 07:00:00+04:00,23.159317,1017.5,3,26.0
2026-06-20 08:00:00+04:00,23.272936,1018.0,3,26.0
2026-06-20 09:00:00+04:00,23.268251,1018.3,3,26.0
2026-06-20 10:00:00+04:00,23.52434,1017.8,3,26.0
2026-06-20 11:00:00+04:00,24.21294,1017.3,3,26.0
2026-06-20 12:00:00+04:00,24.894077,1016.9,2,26.05
2026-06-20 13:00:00+04:00,25.155413,1016.5,2,26.05
2026-06-20 14:00:00+04:00,24.820179,1016.0,2,26.1
2026-06-20 15:00:00+04:00,24.460022,1016.1,2,26.1
2026-06-20 16:00:00+04:00,24.532707,1015.9,2,26.1
2026-06-20 17:00:00+04:00,24.634256,1016.3,2,26.1
2026-06-20 18:00:00+04:00,24.34952,1016.8,2,26.1
2026-06-20 19:00:00+04:00,24.301277,1017.0,2,26.05
2026-06-20 20:00:00+04:00,24.403778,1017.3,2,26.05
2026-06-20 21:00:00+04:00,24.29001,1017.4,3,26.0
2026-06-20 22:00:00+04:00,24.364326,1017.2,3,26.0
2026-06-20 23:00:00+04:00,24.325966,1017.1,3,26.0
2026-06-20 23:00:00+04:00,24.325966,1017.1,3,25.8
2026-06-21 00:00:00+05:00,24.729605,1017.0,4,26.0
2026-06-21 00:00:00+05:00,24.729605,1017.0,4,25.8
2026-06-21 01:00:00+05:00,24.814419,1017.0,4,25.8
2026-06-21 02:00:00+05:00,24.734966,1016.6,4,25.75
2026-06-21 03:00:00+05:00,24.807209,1016.4,4,25.75
2026-06-21 04:00:00+05:00,24.929068,1016.1,4,25.75
2026-06-21 05:00:00+05:00,25.106785,1016.0,4,25.75
2026-06-21 06:00:00+05:00,25.212704,1016.2,4,25.75
2026-06-21 07:00:00+05:00,25.268147,1016.4,4,25.75
2026-06-21 08:00:00+05:00,25.341637,1017.1,4,25.75
2026-06-21 09:00:00+05:00,25.498215,1017.7,4,25.8
2026-06-21 10:00:00+05:00,25.297745,1017.7,4,25.8
2026-06-21 11:00:00+05:00,25.502466,1016.8,4,25.8
2026-06-21 12:00:00+05:00,26.856798,1016.6,3,25.8
2026-06-21 13:00:00+05:00,27.218565,1016.1,3,25.8
2026-06-21 14:00:00+05:00,27.02079,1015.7,3,25.85
2026-06-21 15:00:00+05:00,26.656294,1015.5,3,25.85
2026-06-21 16:00:00+05:00,26.451307,1015.6,3,25.85
2026-06-21 17:00:00+05:00,26.716585,1015.9,3,25.85
2026-06-21 18:00:00+05:00,26.668995,1016.3,3,25.85
2026-06-21 19:00:00+05:00,26.552814,1016.6,4,25.8
2026-06-21 20:00:00+05:00,26.674738,1017.1,3,25.8
2026-06-21 21:00:00+05:00,26.90152,1017.6,3,25.8
2026-06-21 22:00:00+05:00,27.013756,1017.8,3,25.75
2026-06-21 23:00:00+05:00,26.712278,1017.3,3,25.75
2026-06-22 00:00:00+05:00,26.782501,1015.7,5,26.7
2026-06-22 01:00:00+05:00,26.742443,1015.7,4,26.7
2026-06-22 02:00:00+05:00,26.81042,1015.3,4,26.7
2026-06-22 03:00:00+05:00,26.817432,1015.0,4,26.7
2026-06-22 04:00:00+05:00,26.829102,1014.8,4,26.7
2026-06-22 05:00:00+05:00,26.742548,1014.8,5,26.7
2026-06-22 06:00:00+05:00,26.90979,1015.2,5,26.7
2026-06-22 07:00:00+05:00,26.937826,1015.5,5,26.7
2026-06-22 08:00:00+05:00,26.934904,1016.5,5,26.7
2026-06-22 09:00:00+05:00,27.11019,1017.0,5,26.75
2026-06-22 10:00:00+05:00,27.154585,1016.9,4,26.75
2026-06-22 11:00:00+05:00,27.971722,1015.9,4,26.75
2026-06-22 12:00:00+05:00,28.401588,1015.3,4,26.75
2026-06-22 13:00:00+05:00,28.47488,1014.4,4,26.75
2026-06-22 14:00:00+05:00,27.917152,1013.9,4,26.8
2026-06-22 15:00:00+05:00,27.32198,1013.4,4,26.8
2026-06-22 16:00:00+05:00,27.170574,1013.3,4,26.8
2026-06-22 17:00:00+05:00,26.77429,1013.5,5,26.8
2026-06-22 18:00:00+05:00,26.664888,1014.0,5,26.8
2026-06-22 19:00:00+05:00,26.635971,1014.3,5,26.75
2026-06-22 20:00:00+05:00,26.740448,1014.8,5,26.75
2026-06-22 21:00:00+05:00,26.944118,1015.3,5,26.75
2026-06-22 22:00:00+05:00,27.108215,1015.5,4,26.7
2026-06-22 23:00:00+05:00,26.839668,1014.7,4,26.7
2026-06-23 00:00:00+05:00,27.96457,1012.6,5,27.55
2026-06-23 01:00:00+05:00,28.083687,1012.2,4,27.55
2026-06-23 02:00:00+05:00,27.958778,1011.9,4,27.5
2026-06-23 03:00:00+05:00,28.26052,1012.0,4,27.5
2026-06-23 04:00:00+05:00,28.16465,1012.0,4,27.5
2026-06-23 05:00:00+05:00,27.465149,1012.0,5,27.5
2026-06-23 06:00:00+05:00,27.57835,1012.6,5,27.5
2026-06-23 07:00:00+05:00,27.744223,1013.3,4,27.5
2026-06-23 08:00:00+05:00,27.953716,1014.0,4,27.5
2026-06-23 09:00:00+05:00,28.004372,1013.9,5,27.55
2026-06-23 10:00:00+05:00,28.074753,1013.8,5,27.55
2026-06-23 11:00:00+05:00,28.997608,1012.8,5,27.55
2026-06-23 12:00:00+05:00,29.228619,1012.4,5,27.55
2026-06-23 13:00:00+05:00,29.125664,1011.8,4,27.55
2026-06-23 14:00:00+05:00,29.101746,1011.3,4,27.6
2026-06-23 15:00:00+05:00,28.495594,1010.9,4,27.6
2026-06-23 16:00:00+05:00,28.246964,1011.1,5,27.6
2026-06-23 17:00:00+05:00,28.718803,1012.0,4,27.6
2026-06-23 18:00:00+05:00,28.364616,1012.4,5,27.6
2026-06-23 19:00:00+05:00,28.279884,1013.1,5,27.6
2026-06-23 20:00:00+05:00,28.28217,1013.5,5,27.6
2026-06-23 21:00:00+05:00,28.241146,1013.8,5,27.55
2026-06-23 22:00:00+05:00,27.832493,1013.5,5,27.55
2026-06-23 23:00:00+05:00,27.516718,1012.7,5,27.55
2026-06-23 23:00:00+05:00,27.516718,1012.7,5,29.85
2026-06-24 00:00:00+06:00,31.704586,1011.4,3,27.55
2026-06-24 00:00:00+06:00,31.704586,1011.4,3,29.85
2026-06-24 01:00:00+06:00,32.008358,1011.0,3,29.8
2026-06-24 02:00:00+06:00,30.467731,1011.0,3,29.8
2026-06-24 03:00:00+06:00,30.911663,1010.5,3,29.8
2026-06-24 04:00:00+06:00,30.47681,1009.8,3,29.8
2026-06-24 05:00:00+06:00,30.43885,1009.9,4,29.8
2026-06-24 06:00:00+06:00,31.306694,1010.1,3,29.8
2026-06-24 07:00:00+06:00,31.67305,1010.6,3,29.85
2026-06-24 08:00:00+06:00,32.00202,1011.3,3,29.85
2026-06-24 09:00:00+06:00,32.50231,1011.7,3,29.9
2026-06-24 10:00:00+06:00,30.514805,1012.0,3,30.0
2026-06-24 11:00:00+06:00,33.243946,1011.7,2,30.05
2026-06-24 12:00:00+06:00,34.36698,1011.5,2,30.1
2026-06-24 13:00:00+06:00,34.973244,1011.1,2,30.15
2026-06-24 14:00:00+06:00,31.253178,1011.5,3,30.25
2026-06-24 15:00:00+06:00,31.673275,1010.7,3,30.35
2026-06-24 16:00:00+06:00,31.192616,1010.3,3,30.45
2026-06-24 17:00:00+06:00,31.080318,1010.6,3,30.5
2026-06-24 18:00:00+06:00,32.1708,1010.9,3,30.5
2026-06-24 19:00:00+06:00,32.150833,1011.4,3,30.45
2026-06-24 20:00:00+06:00,32.282078,1011.9,3,30.4
2026-06-24 21:00:00+06:00,32.404682,1012.2,3,30.3
2026-06-24 22:00:00+06:00,32.63065,1012.4,3,30.15
2026-06-24 23:00:00+06:00,32.185234,1012.4,3,30.05
2026-06-25 00:00:00+06:00,33.352097,1011.9,1,30.2
2026-06-25 01:00:00+06:00,33.246166,1011.1,2,30.2
2026-06-25 02:00:00+06:00,33.259098,1010.6,2,30.15
2026-06-25 03:00:00+06:00,32.8024,1010.1,2,30.15
2026-06-25 04:00:00+06:00,32.707508,1009.8,2,30.1
2026-06-25 05:00:00+06:00,32.931644,1010.1,2,30.1
2026-06-25 06:00:00+06:00,32.978024,1010.9,2,30.15
2026-06-25 07:00:00+06:00,33.028004,1011.1,2,30.2
2026-06-25 08:00:00+06:00,32.964394,1011.5,2,30.3
2026-06-25 09:00:00+06:00,33.301113,1011.6,2,30.4
2026-06-25 10:00:00+06:00,33.923973,1011.8,2,30.5
2026-06-25 11:00:00+06:00,34.631367,1011.3,2,30.6
2026-06-25 12:00:00+06:00,34.790634,1011.1,2,30.65
2026-06-25 13:00:00+06:00,34.866085,1010.5,2,30.65
2026-06-25 14:00:00+06:00,34.86864,1009.7,2,30.65
2026-06-25 15:00:00+06:00,34.169807,1008.7,2,30.65
2026-06-25 16:00:00+06:00,30.06308,1009.3,3,30.65
2026-06-25 17:00:00+06:00,32.09529,1009.4,2,30.6
2026-06-25 18:00:00+06:00,32.368946,1009.5,3,30.55
2026-06-25 19:00:00+06:00,32.587845,1010.1,3,30.5
2026-06-25 20:00:00+06:00,31.890179,1011.2,3,30.4
2026-06-25 21:00:00+06:00,32.22957,1011.7,3,30.35
2026-06-25 22:00:00+06:00,29.497936,1012.3,3,30.25
2026-06-25 23:00:00+06:00,30.558456,1012.3,2,30.2
2026-06-26 00:00:00+06:00,31.227306,1011.5,3,29.65
2026-06-26 01:00:00+06:00,31.383656,1010.5,3,29.65
2026-06-26 02:00:00+06:00,31.418842,1009.9,3,29.6
2026-06-26 03:00:00+06:00,30.206467,1009.5,4,29.6
2026-06-26 04:00:00+06:00,31.08873,1009.2,3,29.6
2026-06-26 05:00:00+06:00,31.480274,1009.8,3,29.6
2026-06-26 06:00:00+06:00,31.173508,1009.8,4,29.6
2026-06-26 07:00:00+06:00,31.706593,1010.8,3,29.6
2026-06-26 08:00:00+06:00,31.8726,1011.4,3,29.65
2026-06-26 09:00:00+06:00,29.627693,1012.5,4,29.65
2026-06-26 10:00:00+06:00,30.599964,1011.2,3,29.65
2026-06-26 11:00:00+06:00,31.45568,1011.6,3,29.7
2026-06-26 12:00:00+06:00,32.06554,1010.8,3,29.7
2026-06-26 13:00:00+06:00,31.279034,1010.5,3,29.7
2026-06-26 14:00:00+06:00,30.725395,1010.2,3,29.7
2026-06-26 15:00:00+06:00,29.701218,1009.4,4,29.7
2026-06-26 16:00:00+06:00,30.5065,1008.9,3,29.7
2026-06-26 17:00:00+06:00,30.974285,1009.1,3,29.7
2026-06-26 18:00:00+06:00,32.23442,1010.3,2,29.7
2026-06-26 19:00:00+06:00,30.539574,1010.9,3,29.7
2026-06-26 20:00:00+06:00,31.179508,1011.4,3,29.65
2026-06-26 21:00:00+06:00,31.137749,1012.1,3,29.65
2026-06-26 22:00:00+06:00,30.933788,1012.1,3,29.65
2026-06-26 23:00:00+06:00,30.745213,1011.9,4,29.6
2026-06-26 23:00:00+06:00,30.745213,1011.9,4,30.95
2026-06-27 00:00:00+07:00,34.784683,1010.5,2,29.6
2026-06-27 00:00:00+07:00,34.784683,1010.5,2,30.95
2026-06-27 01:00:00+07:00,34.77028,1010.0,2,30.95
2026-06-27 02:00:00+07:00,32.173767,1009.8,4,30.95
2026-06-27 03:00:00+07:00,31.073723,1009.9,3,30.9
2026-06-27 04:00:00+07:00,31.059181,1009.5,3,30.85
2026-06-27 05:00:00+07:00,32.25624,1009.3,3,30.85
2026-06-27 06:00:00+07:00,31.96246,1009.8,3,30.85
2026-06-27 07:00:00+07:00,33.36834,1009.8,2,30.85
2026-06-27 08:00:00+07:00,31.499348,1011.1,2,30.9
2026-06-27 09:00:00+07:00,32.076237,1011.6,2,30.95
2026-06-27 10:00:00+07:00,32.207676,1011.9,1,31.0
2026-06-27 11:00:00+07:00,32.295853,1011.5,2,31.05
2026-06-27 12:00:00+07:00,33.74098,1010.7,1,31.1
2026-06-27 13:00:00+07:00,34.946327,1009.9,1,31.15
2026-06-27 14:00:00+07:00,35.438522,1009.0,1,31.15
2026-06-27 15:00:00+07:00,34.035286,1008.6,2,31.15
2026-06-27 16:00:00+07:00,33.40158,1007.5,3,31.15
2026-06-27 17:00:00+07:00,33.16338,1007.8,3,31.15
2026-06-27 18:00:00+07:00,33.622223,1008.3,3,31.15
2026-06-27 19:00:00+07:00,34.613968,1008.4,3,31.1
2026-06-27 20:00:00+07:00,34.285034,1009.4,3,31.05
2026-06-27 21:00:00+07:00,34.534096,1009.9,2,31.0
2026-06-27 22:00:00+07:00,34.914253,1010.4,2,30.95
2026-06-27 23:00:00+07:00,34.774826,1010.5,2,30.9
2026-06-27 23:00:00+07:00,34.774826,1010.5,2,30.8
2026-06-28 00:00:00+08:00,34.468033,1010.1,3,30.9
2026-06-28 00:00:00+08:00,34.468033,1010.1,3,30.8
2026-06-28 01:00:00+08:00,34.38174,1009.6,3,30.8
2026-06-28 02:00:00+08:00,34.138203,1009.4,3,30.75
2026-06-28 03:00:00+08:00,34.295452,1008.8,3,30.7
2026-06-28 04:00:00+08:00,34.564495,1008.6,2,30.7
2026-06-28 05:00:00+08:00,34.495136,1008.6,2,30.65
2026-06-28 06:00:00+08:00,34.334385,1008.7,2,30.65
2026-06-28 07:00:00+08:00,34.356453,1009.3,2,30.65
2026-06-28 08:00:00+08:00,33.883835,1009.8,2,30.65
2026-06-28 09:00:00+08:00,33.88857,1010.5,3,30.7
2026-06-28 10:00:00+08:00,34.170444,1010.8,2,30.75
2026-06-28 11:00:00+08:00,34.280888,1011.0,3,30.85
2026-06-28 12:00:00+08:00,34.707542,1010.5,3,30.9
2026-06-28 13:00:00+08:00,34.316555,1009.7,3,30.95
2026-06-28 14:00:00+08:00,35.13146,1009.3,3,31.0
2026-06-28 15:00:00+08:00,35.1761,1008.3,3,31.0
2026-06-28 16:00:00+08:00,33.682953,1007.4,4,30.95
2026-06-28 17:00:00+08:00,33.00003,1006.9,4,30.9
2026-06-28 18:00:00+08:00,33.06728,1006.9,4,30.85
2026-06-28 19:00:00+08:00,33.067425,1007.1,4,30.8
2026-06-28 20:00:00+08:00,33.24508,1008.1,4,30.75
2026-06-28 21:00:00+08:00,33.23666,1009.0,4,30.7
2026-06-28 22:00:00+08:00,33.20404,1009.9,4,30.7
2026-06-28 23:00:00+08:00,33.08802,1010.6,3,30.65
2026-06-29 00:00:00+08:00,32.792156,1010.4,4,30.65
2026-06-29 01:00:00+08:00,32.188377,1010.7,2,30.65
2026-06-29 02:00:00+08:00,33.398834,1010.3,3,30.6
2026-06-29 03:00:00+08:00,33.111614,1009.5,3,30.55
2026-06-29 04:00:00+08:00,33.468422,1009.0,3,30.55
2026-06-29 05:00:00+08:00,33.45214,1008.7,3,30.5
2026-06-29 06:00:00+08:00,33.310665,1008.9,3,30.5
2026-06-29 07:00:00+08:00,33.180065,1008.9,3,30.5
2026-06-29 08:00:00+08:00,33.315704,1009.2,3,30.5
2026-06-29 09:00:00+08:00,33.121044,1010.0,3,30.55
2026-06-29 10:00:00+08:00,33.50748,1010.4,3,30.6
2026-06-29 11:00:00+08:00,33.83795,1010.4,3,30.65
2026-06-29 12:00:00+08:00,35.183273,1010.2,3,30.7
2026-06-29 13:00:00+08:00,34.091164,1009.9,3,30.75
2026-06-29 14:00:00+08:00,34.122402,1009.2,4,30.8
2026-06-29 15:00:00+08:00,32.90712,1008.4,4,30.8
2026-06-29 16:00:00+08:00,33.013775,1007.7,3,30.85
2026-06-29 17:00:00+08:00,33.608654,1007.3,3,30.85
2026-06-29 18:00:00+08:00,34.09665,1007.4,3,30.85
2026-06-29 19:00:00+08:00,33.904144,1008.0,3,30.8
2026-06-29 20:00:00+08:00,33.593502,1009.1,3,30.8
2026-06-29 21:00:00+08:00,34.02669,1009.4,3,30.8
2026-06-29 22:00:00+08:00,33.786804,1010.2,3,30.75
2026-06-29 23:00:00+08:00,34.010174,1010.8,2,30.7
2026-06-30 00:00:00+07:00,29.711819,1011.0,4,30.15
2026-06-30 01:00:00+07:00,31.077461,1010.2,3,30.15
2026-06-30 02:00:00+07:00,32.047897,1009.2,3,30.15
2026-06-30 03:00:00+07:00,32.026382,1008.7,3,30.1
2026-06-30 04:00:00+07:00,31.86742,1008.6,4,30.1
2026-06-30 05:00:00+07:00,31.466293,1008.9,4,30.05
2026-06-30 06:00:00+07:00,32.332832,1008.9,4,30.05
2026-06-30 07:00:00+07:00,31.229843,1010.9,3,30.05
2026-06-30 08:00:00+07:00,30.342163,1010.9,4,30.05
2026-06-30 09:00:00+07:00,31.03114,1011.2,4,30.05
2026-06-30 10:00:00+07:00,29.25182,1011.7,4,30.05
2026-06-30 11:00:00+07:00,29.187366,1011.4,5,30.1
2026-06-30 12:00:00+07:00,30.24096,1010.7,4,30.1
2026-06-30 13:00:00+07:00,31.682213,1009.7,3,30.1
2026-06-30 14:00:00+07:00,32.523697,1008.9,4,30.1
2026-06-30 15:00:00+07:00,31.59465,1008.5,4,30.1
2026-06-30 16:00:00+07:00,32.04164,1008.4,4,30.1
2026-06-30 17:00:00+07:00,32.648586,1008.2,3,30.1
2026-06-30 18:00:00+07:00,32.56931,1008.4,3,30.1
2026-06-30 19:00:00+07:00,33.010746,1008.6,4,30.1
2026-06-30 20:00:00+07:00,33.073544,1009.4,4,30.1
